TransactionID,Amount,Promo code:,1st installment,2nd,3rd,Payment Date,Payment Date 2nd,Payment Date 3rd,CandID,ManegerID,CourseID,LocationID
TR1451,0,,0,0,0,null,NULL,NULL,DMCABJMW220085,NULL,CP01,LC01
TR1452,100000,Kezi01,55000,45000,0,2023-09-29,NULL,NULL,DMCABJMW220086,MG01,CP01,LC01
TR1453,110000,Kezi01,110000,0,0,2023-09-05,NULL,NULL,DMCABJMW220087,MG01,CP01,LC01
TR1454,110000,Kezi01,50000,60000,0,2023-11-29,2024-03-20,NULL,DMCABJMW220088,MG01,CP01,LC01
TR1455,120000,Kezi01,72000,48000,0,2023-09-05,2023-09-25,NULL,DMCABJMW220089,MG01,CP01,LC01
TR1456,120000,Kezi01,60000,0,0,2023-09-06,NULL,NULL,DMCABJMW220090,MG01,CP01,LC01
TR1457,120000,Kezi01,72000,48000,0,2023-09-06,NULL,NULL,DMCABJMW220091,MG01,CP01,LC01
TR1458,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220092,MG01,CP01,LC01
TR1459,110000,Kezi01,110000,0,0,2023-09-29,NULL,NULL,DMCABJMW220093,MG01,CP01,LC01
TR146,60000,Excel boss,30000,30000,0,2022-09-30,NULL,NULL,DMCC230147,MG08,CP01,LC02
TR1460,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220094,MG01,CP01,LC01
TR1461,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220095,MG01,CP01,LC01
TR1462,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW220096,MG01,CP01,LC01
TR1463,110000,Kezi01,70000,30000,10000,2023-11-01,NULL,NULL,DMCABJMW220097,MG01,CP01,LC01
TR1464,110000,Kezi01,110000,0,0,2023-10-02,NULL,NULL,DMCABJMW220098,MG01,CP01,LC01
TR1465,140000,Kezi01,100000,40000,0,2024-03-06,NULL,NULL,DMCABJMW220099,MG01,CP01,LC01
TR1466,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200100,MG01,CP01,LC01
TR1467,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200101,MG01,CP01,LC01
TR1468,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200102,MG01,CP01,LC01
TR1469,110000,Kezi01,70000,40000,0,2023-11-22,NULL,NULL,DMCABJMW2200103,MG01,CP01,LC01
TR147,40000,Excel boss,40000,0,0,2022-08-27,NULL,NULL,DMCC230148,MG08,CP01,LC02
TR1470,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200104,MG01,CP01,LC01
TR1471,110000,Kezi01,70000,40000,0,2023-11-01,NULL,NULL,DMCABJMW2200105,MG01,CP01,LC01
TR1472,110000,Kezi01,110000,0,0,2023-10-02,NULL,NULL,DMCABJMW2200106,MG01,CP01,LC01
TR1473,110000,Kezi01,55000,55000,0,2023-11-02,NULL,NULL,DMCABJMW2200107,MG01,CP01,LC01
TR1474,110000,Kezi01,110000,0,0,2023-10-06,NULL,NULL,DMCABJMW2200108,MG01,CP01,LC01
TR1475,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200109,MG01,CP01,LC01
TR1476,110000,Kezi01,110000,0,0,2023-11-01,NULL,NULL,DMCABJMW2200110,MG01,CP01,LC01
TR1477,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200111,MG01,CP01,LC01
TR1478,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200112,MG01,CP01,LC01
TR1479,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200113,MG01,CP01,LC01
TR148,58000,Excel boss,29000,29000,0,2022-09-05,NULL,NULL,DMCC230149,MG01,CP01,LC02
TR1480,85000,Kezi01,80000,0,0,2023-10-17,NULL,NULL,DMCABJMW2200114,MG01,CP01,LC01
TR1481,110000,Kezi01,110000,0,0,2023-10-20,NULL,NULL,DMCABJMW2200115,MG01,CP01,LC01
TR1482,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200116,MG01,CP01,LC01
TR1483,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200117,MG01,CP01,LC01
TR1484,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200118,MG01,CP01,LC01
TR1485,110000,Kezi01,60000,50000,0,2023-10-19,NULL,NULL,DMCABJMW2200119,MG01,CP01,LC01
TR1486,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200120,MG01,CP01,LC01
TR1487,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200121,MG01,CP01,LC01
TR1488,130000,Kezi01,70000,60000,0,2023-11-20,NULL,NULL,DMCABJMW2200122,MG01,CP01,LC01
TR1489,110000,Kezi01,110000,0,0,2023-10-23,NULL,NULL,DMCABJMW2200123,MG01,CP01,LC01
TR149,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230150,MG01,CP01,LC02
TR1490,110000,Kezi01,110000,0,0,2023-10-26,NULL,NULL,DMCABJMW2200124,MG01,CP01,LC01
TR1491,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200125,MG01,CP01,LC01
TR1492,110000,Kezi01,110000,0,0,2023-10-25,NULL,NULL,DMCABJMW2200126,MG01,CP01,LC01
TR1493,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200127,MG01,CP01,LC01
TR1494,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200128,MG01,CP01,LC01
TR1495,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200129,MG01,CP01,LC01
TR1496,110000,Kezi01,110000,0,0,2023-11-01,NULL,NULL,DMCABJMW2200130,MG01,CP01,LC01
TR1497,110000,Kezi01,80000,30000,0,2023-11-01,NULL,NULL,DMCABJMW2200131,MG01,CP01,LC01
TR1498,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200132,MG01,CP01,LC01
TR1499,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200133,MG01,CP01,LC01
TR15,67000,1001OPARA,34000,33000,0,2021-05-01,NULL,NULL,DMCC23016,MG12,CP01,LC02
TR150,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230151,MG01,CP01,LC02
TR1500,110000,Kezi01,90000,0,0,2023-10-27,NULL,NULL,DMCABJMW2200134,MG01,CP01,LC01
TR1501,110000,Kezi01,110000,0,0,2023-11-24,NULL,NULL,DMCABJMW2200135,MG01,CP01,LC01
TR1502,110000,Kezi01,110000,0,0,2023-10-30,NULL,NULL,DMCABJMW2200136,MG01,CP01,LC01
TR1503,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200137,MG01,CP01,LC01
TR1504,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200138,MG01,CP01,LC01
TR1505,75000,Kezi01,75000,0,0,2023-10-30,NULL,NULL,DMCABJMW2200139,MG01,CP01,LC01
TR1506,110000,Kezi01,110000,0,0,2023-10-29,NULL,NULL,DMCABJMW2200140,MG01,CP01,LC01
TR1507,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200141,NULL,CP01,LC01
TR1508,110000,Kezi01,110000,0,0,2023-10-30,NULL,NULL,DMCABJMW2200142,MG01,CP01,LC01
TR1509,110000,Kezi01,110000,0,0,2023-10-30,NULL,NULL,DMCABJMW2200143,MG01,CP01,LC01
TR151,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230152,MG01,CP01,LC02
TR1510,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200144,MG01,CP01,LC01
TR1511,110000,Kezi01,70000,40000,0,2023-11-01,NULL,NULL,DMCABJMW2200145,MG01,CP01,LC01
TR1512,110000,Kezi01,110000,0,0,2023-11-01,NULL,NULL,DMCABJMW2200146,MG01,CP01,LC01
TR1513,110000,Kezi01,110000,0,0,2023-11-01,NULL,NULL,DMCABJMW2200147,MG01,CP01,LC01
TR1514,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200148,MG01,CP01,LC01
TR1515,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200149,MG01,CP01,LC01
TR1516,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200150,MG01,CP01,LC01
TR1517,130000,Kezi01,130000,0,0,2023-11-17,NULL,NULL,DMCABJMW2200151,MG01,CP01,LC01
TR1518,110000,Kezi01,110000,0,0,2023-11-20,NULL,NULL,DMCABJMW2200152,MG01,CP01,LC01
TR1519,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200153,MG01,CP01,LC01
TR152,55000,Excel boss,55000,0,0,2022-09-10,NULL,NULL,DMCC230153,MG01,CP01,LC02
TR1520,110000,Kezi01,110000,0,0,2023-11-18,NULL,NULL,DMCABJMW2200154,MG01,CP01,LC01
TR1521,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200155,MG01,CP01,LC01
TR1522,110000,Kezi01,110000,0,0,2023-11-27,NULL,NULL,DMCABJMW2200156,MG01,CP01,LC01
TR1523,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200157,MG01,CP01,LC01
TR1524,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200158,MG01,CP01,LC01
TR1525,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200159,MG01,CP01,LC01
TR1526,110000,Kezi01,110000,0,0,2023-11-20,NULL,NULL,DMCABJMW2200160,MG01,CP01,LC01
TR1527,110000,Kezi01,110000,0,0,2023-11-29,NULL,NULL,DMCABJMW2200161,MG01,CP01,LC01
TR1528,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200162,MG01,CP01,LC01
TR1529,130000,Kezi01,130000,0,0,2023-11-21,NULL,NULL,DMCABJMW2200163,MG01,CP01,LC01
TR153,35000,Excel boss,35000,0,0,2022-09-05,NULL,NULL,DMCC230154,MG01,CP01,LC02
TR1530,110000,Kezi01,110000,0,0,2023-11-22,NULL,NULL,DMCABJMW2200164,MG01,CP01,LC01
TR1531,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200165,MG01,CP01,LC01
TR1532,110000,Kezi01,110000,0,0,2023-11-22,NULL,NULL,DMCABJMW2200166,MG01,CP01,LC01
TR1533,0,Kezi01,0,0,0,2023-12-04,NULL,NULL,DMCABJMW2200167,MG01,CP01,LC01
TR1534,200000,Riri01,200000,0,0,2024-05-07,NULL,NULL,DMCABJMW2200168,MG02,CP01,LC01
TR1535,110000,Kezi01,110000,0,0,2023-11-28,NULL,NULL,DMCABJMW2200169,MG01,CP01,LC01
TR1536,110000,Kezi01,110000,0,0,2023-11-28,NULL,NULL,DMCABJMW2200170,MG01,CP01,LC01
TR1537,50000,Kezi01,50000,0,0,2023-11-26,NULL,NULL,DMCABJMW2200171,MG01,CP01,LC01
TR1538,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200172,MG01,CP01,LC01
TR1539,110000,Kezi01,110000,0,0,2023-11-28,NULL,NULL,DMCABJMW2200173,MG01,CP01,LC01
TR154,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230155,MG01,CP01,LC02
TR1540,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200174,MG01,CP01,LC01
TR1541,130000,Kezi01,130000,0,0,2024-01-17,NULL,NULL,DMCABJMW2200175,MG01,CP01,LC01
TR1542,110000,Kezi01,110000,0,0,2023-11-27,NULL,NULL,DMCABJMW2200176,MG01,CP01,LC01
TR1543,110000,Kezi01,110000,0,0,2023-11-27,NULL,NULL,DMCABJMW2200177,MG01,CP01,LC01
TR1544,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200178,MG01,CP01,LC01
TR1545,110000,Kezi01,110000,0,0,2023-11-29,NULL,NULL,DMCABJMW2200179,MG01,CP01,LC01
TR1546,130000,Kezi01,78000,52000,0,2023-12-21,NULL,NULL,DMCABJMW2200180,MG01,CP01,LC01
TR1547,110000,Kezi01,110000,0,0,2023-11-29,NULL,NULL,DMCABJMW2200181,MG01,CP01,LC01
TR1548,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200182,MG01,CP01,LC01
TR1549,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200183,MG01,CP01,LC01
TR155,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230156,MG01,CP01,LC02
TR1550,130000,Kezi01,78000,52000,0,2023-12-07,NULL,NULL,DMCABJMW2200184,MG01,CP01,LC01
TR1551,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200185,MG01,CP01,LC01
TR1552,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200186,MG01,CP01,LC01
TR1553,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200187,MG01,CP01,LC01
TR1554,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200188,MG01,CP01,LC01
TR1555,130000,Kezi01,100000,30000,0,2024-01-10,NULL,NULL,DMCABJMW2200189,MG01,CP01,LC01
TR1556,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200190,MG01,CP01,LC01
TR1557,130000,Kezi01,75000,55000,0,2024-01-05,NULL,NULL,DMCABJMW2200191,MG01,CP01,LC01
TR1558,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200192,MG01,CP01,LC01
TR1559,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200193,MG01,CP01,LC01
TR156,62000,Excel boss,62000,0,0,2022-09-08,NULL,NULL,DMCC230157,MG01,CP01,LC02
TR1560,140000,Kezi01,140000,0,0,2024-02-28,NULL,NULL,DMCABJMW2200194,MG01,CP01,LC01
TR1561,130000,Kezi01,130000,0,0,2023-12-25,NULL,NULL,DMCABJMW2200195,MG01,CP01,LC01
TR1562,130000,Kezi01,130000,0,0,2023-12-26,NULL,NULL,DMCABJMW2200196,MG01,CP01,LC01
TR1563,130000,Kezi01,130000,0,0,2023-12-29,NULL,NULL,DMCABJMW2200197,MG01,CP01,LC01
TR1564,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200198,MG01,CP01,LC01
TR1565,130000,Kezi01,100000,30000,0,2023-12-29,NULL,NULL,DMCABJMW2200199,MG01,CP01,LC01
TR1566,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200200,MG01,CP01,LC01
TR1567,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200201,MG01,CP01,LC01
TR1568,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200202,MG01,CP01,LC01
TR1569,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200203,MG01,CP01,LC01
TR157,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230158,MG01,CP01,LC02
TR1570,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200204,MG01,CP01,LC01
TR1571,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200205,MG01,CP01,LC01
TR1572,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200206,MG01,CP01,LC01
TR1573,150000,Kezi01,100000,50000,0,2024-01-10,NULL,NULL,DMCABJMW2200207,MG01,CP01,LC01
TR1574,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200208,MG01,CP01,LC01
TR1575,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200209,MG01,CP01,LC01
TR1576,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200210,MG01,CP01,LC01
TR1577,130000,Kezi01,130000,0,0,2024-01-08,NULL,NULL,DMCABJMW2200211,MG01,CP01,LC01
TR1578,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200212,MG01,CP01,LC01
TR1579,130000,Kezi01,130000,0,0,2024-01-06,NULL,NULL,DMCABJMW2200213,MG01,CP01,LC01
TR158,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230159,MG01,CP01,LC02
TR1580,130000,Kezi01,130000,0,0,2024-01-07,NULL,NULL,DMCABJMW2200214,MG01,CP01,LC01
TR1581,130000,Kezi01,130000,0,0,2024-01-08,NULL,NULL,DMCABJMW2200215,MG01,CP01,LC01
TR1582,100000,Kezi01,100000,0,0,2024-01-08,NULL,NULL,DMCABJMW2200216,MG01,CP01,LC01
TR1583,130000,Kezi01,100000,30000,0,2024-01-08,NULL,NULL,DMCABJMW2200217,MG01,CP01,LC01
TR1584,130000,Kezi01,130000,0,0,2024-01-01,NULL,NULL,DMCABJMW2200218,MG01,CP01,LC01
TR1585,150000,Riri01,90000,0,0,2024-01-10,NULL,NULL,DMCABJMW2200219,MG02,CP01,LC01
TR1586,130000,Kezi01,130000,0,0,2024-01-10,NULL,NULL,DMCABJMW2200220,MG01,CP01,LC01
TR1587,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200221,MG01,CP01,LC01
TR1588,130000,Kezi01,130000,0,0,2024-01-16,NULL,NULL,DMCABJMW2200222,MG01,CP01,LC01
TR1589,150000,Kezi01,80000,0,0,2024-01-17,NULL,NULL,DMCABJMW2200223,MG01,CP01,LC01
TR159,0,Excel boss,0,0,0,null,NULL,NULL,DMCC230160,MG01,CP01,LC02
TR1590,130000,Kezi01,130000,0,0,2024-01-19,NULL,NULL,DMCABJMW2200224,MG01,CP01,LC01
TR1591,130000,Kezi01,130000,0,0,2024-01-24,NULL,NULL,DMCABJMW2200225,MG01,CP01,LC01
TR1592,130000,Kezi01,130000,0,0,2024-01-23,NULL,NULL,DMCABJMW2200226,MG01,CP01,LC01
TR1593,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200227,MG01,CP01,LC01
TR1594,150000,Riri01,150000,0,0,2024-01-29,NULL,NULL,DMCABJMW2200228,MG02,CP01,LC01
TR1595,150000,Kezi01,150000,0,0,2024-02-07,NULL,NULL,DMCABJMW2200229,MG01,CP01,LC01
TR1596,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200230,MG02,CP01,LC01
TR1597,150000,Kezi01,150000,0,0,2024-02-06,NULL,NULL,DMCABJMW2200231,MG01,CP01,LC01
TR1598,150000,Kezi01,100000,50000,0,2024-02-06,NULL,NULL,DMCABJMW2200232,MG01,CP01,LC01
TR1599,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200233,MG02,CP01,LC01
TR16,0,1001OPARA,0,0,0,null,NULL,NULL,DMCC23017,MG03,CP01,LC02
TR160,50000,Excel boss,10000,25000,15000,2022-09-16,NULL,NULL,DMCC230161,MG01,CP01,LC02
TR1600,150000,Kezi01,150000,0,0,2024-02-03,NULL,NULL,DMCABJMW2200234,MG01,CP01,LC01
TR1601,140000,Riri01,140000,0,0,2024-02-29,NULL,NULL,DMCABJMW2200235,MG02,CP01,LC01
TR1602,150000,Riri01,150000,0,0,2024-02-05,NULL,NULL,DMCABJMW2200236,MG02,CP01,LC01
TR1603,130000,Kezi01,70000,0,0,2024-02-06,NULL,NULL,DMCABJMW2200237,MG01,CP01,LC01
TR1604,130000,Kezi01,130000,0,0,2024-02-07,NULL,NULL,DMCABJMW2200238,MG01,CP01,LC01
TR1605,150000,Riri01,150000,0,0,2024-02-08,NULL,NULL,DMCABJMW2200239,MG02,CP01,LC01
TR1606,150000,Kezi01,150000,0,0,2024-02-09,NULL,NULL,DMCABJMW2200240,MG01,CP01,LC01
TR1607,140000,Kezi01,140000,0,0,2024-02-28,NULL,NULL,DMCABJMW2200241,MG01,CP01,LC01
TR1608,150000,Kezi01,100000,50000,0,2024-03-08,NULL,NULL,DMCABJMW2200242,MG01,CP01,LC01
TR1609,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200243,MG01,CP01,LC01
TR161,62000,Excel boss,62000,0,0,2022-09-16,NULL,NULL,DMCC230162,MG01,CP01,LC02
TR1610,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200244,MG01,CP01,LC01
TR1611,150000,Kezi01,150000,0,0,2024-02-17,NULL,NULL,DMCABJMW2200245,MG08,CP01,LC01
TR1612,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200246,MG01,CP01,LC01
TR1613,150000,Kezi01,150000,0,0,2024-03-09,NULL,NULL,DMCABJMW2200247,MG01,CP01,LC01
TR1614,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200248,MG01,CP01,LC01
TR1615,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200249,MG01,CP01,LC01
TR1616,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200250,MG01,CP01,LC01
TR1617,150000,Kezi01,150000,0,0,2024-02-28,2024-03-09,NULL,DMCABJMW2200251,MG01,CP01,LC01
TR1618,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200252,MG01,CP01,LC01
TR1619,140000,Riri01,140000,0,0,2024-02-22,NULL,NULL,DMCABJMW2200253,MG02,CP01,LC01
TR162,62000,Excel boss,62000,0,0,2022-09-17,NULL,NULL,DMCC230163,MG01,CP01,LC02
TR1620,140000,Liman,140000,0,0,2024-02-26,NULL,NULL,DMCABJMW2200254,MG01,CP01,LC01
TR1621,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200255,MG01,CP01,LC01
TR1622,140000,Kezi01,140000,0,0,2024-03-02,NULL,NULL,DMCABJMW2200256,MG01,CP01,LC01
TR1623,140000,Riri01,140000,0,0,2024-02-27,NULL,NULL,DMCABJMW2200257,MG02,CP01,LC01
TR1624,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200258,MG01,CP01,LC01
TR1625,140000,Kezi01,100000,40000,0,2024-02-29,NULL,NULL,DMCABJMW2200259,MG01,CP01,LC01
TR1626,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200260,MG01,CP01,LC01
TR1627,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200261,MG02,CP01,LC01
TR1628,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200262,MG01,CP01,LC01
TR1629,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200263,MG01,CP01,LC01
TR163,47000,Excel boss,47000,0,0,2022-09-17,NULL,NULL,DMCC230164,MG01,CP01,LC02
TR1630,140000,Kezi01,140000,0,0,2024-03-02,NULL,NULL,DMCABJMW2200264,MG01,CP01,LC01
TR1631,140000,Kezi01,140000,0,0,2024-03-04,NULL,NULL,DMCABJMW2200265,MG01,CP01,LC01
TR1632,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200266,MG01,CP01,LC01
TR1633,150000,Kezi01,100000,50000,0,2024-03-06,NULL,NULL,DMCABJMW2200267,MG01,CP01,LC01
TR1634,150000,Kezi01,150000,0,0,2024-03-05,NULL,NULL,DMCABJMW2200268,MG01,CP01,LC01
TR1635,150000,Kezi01,150000,0,0,2024-03-09,NULL,NULL,DMCABJMW2200269,MG01,CP01,LC01
TR1636,0,,0,0,0,null,NULL,NULL,DMCABJMW2200270,MG02,CP01,LC01
TR1637,150000,Kezi01,150000,0,0,2024-03-11,NULL,NULL,DMCABJMW2200271,MG01,CP01,LC01
TR1638,150000,Kezi01,100000,50000,0,2024-03-14,2024-04-28,NULL,DMCABJMW2200272,MG01,CP01,LC01
TR1639,150000,Kezi01,150000,0,0,2024-03-11,NULL,NULL,DMCABJMW2200273,MG01,CP01,LC01
TR164,64000,Data Savvy,64000,0,0,2022-10-05,NULL,NULL,DMCC230165,MG01,CP01,LC02
TR1640,0,,0,0,0,null,NULL,NULL,DMCABJMW2200274,MG01,CP01,LC01
TR1641,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200275,MG01,CP01,LC01
TR1642,100000,Riri01,100000,0,0,2024-03-13,NULL,NULL,DMCABJMW2200276,MG02,CP01,LC01
TR1643,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200277,MG02,CP01,LC01
TR1644,200000,Kezi01,100000,100000,0,2024-04-02,2024-01-05,NULL,DMCABJMW2200278,MG01,CP01,LC01
TR1645,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200279,MG02,CP01,LC01
TR1646,150000,Riri01,150000,0,0,2024-04-02,NULL,NULL,DMCABJMW2200280,MG02,CP01,LC01
TR1647,200000,Kezi01,100000,100000,0,2024-03-20,NULL,NULL,DMCABJMW2200281,MG01,CP01,LC01
TR1648,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200282,MG01,CP01,LC01
TR1649,180000,Riri01,180000,0,0,2024-03-25,NULL,NULL,DMCABJMW2200283,MG02,CP01,LC01
TR165,0,Data Savvy,0,0,0,null,NULL,NULL,DMCC230166,MG01,CP01,LC02
TR1650,180000,Kezi01,180000,0,0,2024-03-25,NULL,NULL,DMCABJMW2200284,MG01,CP01,LC01
TR1651,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200285,MG01,CP01,LC01
TR1652,180000,Kezi01,180000,0,0,2024-03-28,NULL,NULL,DMCABJMW2200286,MG01,CP01,LC01
TR1653,180000,Riri01,180000,0,0,2024-03-31,NULL,NULL,DMCABJMW2200287,MG02,CP01,LC01
TR1654,200000,Kezi01,200000,0,0,2024-05-27,NULL,NULL,DMCABJMW2200288,MG01,CP01,LC01
TR1655,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200289,MG01,CP01,LC01
TR1656,180000,Riri01,180000,0,0,2024-03-29,NULL,NULL,DMCABJMW2200290,MG02,CP01,LC01
TR1657,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200291,MG01,CP01,LC01
TR1658,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200292,MG01,CP01,LC01
TR1659,180000,Riri01,180000,0,0,2024-04-04,NULL,NULL,DMCABJMW2200293,MG02,CP01,LC01
TR166,0,Data Savvy,0,0,0,null,NULL,NULL,DMCC230167,MG07,CP01,LC02
TR1660,150000,Kezi01,150000,0,0,2024-04-04,NULL,NULL,DMCABJMW2200294,MG01,CP01,LC01
TR1661,180000,Kezi01,180000,0,0,2024-04-11,NULL,NULL,DMCABJMW2200295,MG01,CP01,LC01
TR1662,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200296,MG01,CP01,LC01
TR1663,0,Riri01,0,0,0,null,NULL,NULL,DMCABJMW2200297,MG02,CP01,LC01
TR1664,200000,Kezi01,120000,80000,0,2024-05-01,2024-05-28,NULL,DMCABJMW2200298,MG01,CP01,LC01
TR1665,200000,Kezi01,200000,0,0,2024-04-27,NULL,NULL,DMCABJMW2200299,MG01,CP01,LC01
TR1666,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200300,MG01,CP01,LC01
TR1667,200000,Kezi01,120000,80000,0,2024-05-08,2024-05-29,NULL,DMCABJMW2200301,MG01,CP01,LC01
TR1668,120000,Kezi01,80000,0,0,2024-05-10,NULL,NULL,DMCABJMW2200302,MG01,CP01,LC01
TR1669,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200303,MG01,CP01,LC01
TR167,64000,Data Savvy,64000,0,0,2022-10-13,NULL,NULL,DMCC230168,MG01,CP01,LC02
TR1670,200000,Kezi01,200000,0,0,2024-05-07,NULL,NULL,DMCABJMW2200304,MG01,CP01,LC01
TR1671,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200305,MG01,CP01,LC01
TR1672,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200306,MG01,CP01,LC01
TR1673,200000,Riri01,120000,80000,0,2024-05-08,2024-05-29,NULL,DMCABJMW2200307,MG02,CP01,LC01
TR1674,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200308,MG01,CP01,LC01
TR1675,200000,Kezi01,200000,0,0,2024-05-02,NULL,NULL,DMCABJMW2200309,MG01,CP01,LC01
TR1676,0,Kezi01,0,0,0,null,NULL,NULL,DMCABJMW2200310,MG01,CP01,LC01
