CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCMC220026,2/20/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220027,3/30/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220028,3/31/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220029,3/31/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220030,4/1/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220031,4/4/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220032,4/4/2023,Commited to Pay,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220033,4/5/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220034,4/6/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220035,4/7/2023,Closed Won,,NULL,null,Virtual,MG07,CP01,LC02
DMCMC220036,4/8/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220037,4/11/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220038,5/19/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220039,4/20/2023,Closed Lost,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220040,5/24/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220041,4/25/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220042,4/25/2023,Closed Lost,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220043,4/26/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220044,4/26/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220045,4/26/2023,Prospecting,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220046,4/27/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220047,4/28/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220048,4/29/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220049,5/1/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220050,5/1/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220051,5/1/2023,Nurturing,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220052,5/1/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220053,5/2/2023,Nurturing,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220054,5/3/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220055,5/3/2023,Closed Lost,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220056,5/4/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220057,5/29/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220058,5/7/2023,Prospecting,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220059,5/8/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220060,5/9/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220061,5/9/2023,Closed Won,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220062,5/17/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220063,5/25/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220064,5/26/2023,Committed to Pay,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220065,5/29/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220066,5/29/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220067,5/30/2023,Closed Lost,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220068,6/4/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC220069,6/8/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220070,7/3/2023,Closed Lost,,NULL,null,Physical,MG12,CP01,LC02
DMCMC220071,7/6/2023,Prospecting,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220072,7/20/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC220073,7/20/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220074,7/21/2023,Committed to Pay,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220075,7/21/2023,Nurturing,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220076,7/23/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220077,7/27/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220078,7/29/2023,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220079,7/31/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220080,8/4/2023,Part Paid,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220081,8/8/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220082,7/28/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220083,8/10/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220084,8/21/2023,Closed Won,,NULL,null,Physical,MG07,CP01,LC02
DMCMC220085,8/21/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220086,8/22/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220087,8/25/2023,Closed Won,,NULL,null,Virtual,MG07,CP01,LC02
DMCMC220088,8/28/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220089,8/31/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220090,9/3/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220091,9/4/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC220092,9/4/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220093,9/6/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220094,9/7/2023,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220095,9/21/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220096,9/23/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220097,9/23/2023,Part Paid,,NULL,null,Physical,MG12,CP01,LC02
DMCMC220098,9/25/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC220099,9/25/2023,Part Paid,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200100,9/26/2023,Closed Lost,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200101,9/26/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200102,9/27/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200103,9/29/2023,Closed Lost,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200104,9/29/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200105,9/29/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200106,9/30/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200107,10/2/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200108,10/2/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200109,10/3/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200110,10/18/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200111,10/18/2023,Nurturing,,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200112,10/19/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200113,10/19/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200114,10/19/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200115,10/20/2023,Closed Won,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200116,10/20/2023,Closed Lost,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200117,10/20/2023,Part Paid,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200118,10/21/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200119,10/21/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200120,10/21/2023,Nurturing,,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200121,10/22/2023,Part Paid,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200122,10/22/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200123,10/22/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200124,10/23/2023,Committed to Pay,,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200125,10/23/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200126,10/23/2023,Committed to Pay,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200127,10/24/2023,Closed Won,,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200128,10/24/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200129,10/24/2023,Committed to Pay,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200130,10/26/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200131,10/27/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200132,10/27/2023,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200133,10/28/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200134,10/29/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200135,10/31/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200136,11/1/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200137,11/1/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200138,11/9/2023,Closed Lost,,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200139,11/10/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200140,11/12/2023,Committed to Pay,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200141,11/14/2023,Committed to Pay,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200142,11/18/2023,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200143,11/21/2023,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200144,11/22/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200145,11/23/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200146,11/24/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200147,11/24/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC02
DMCMC2200148,11/24/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200149,11/27/2023,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200150,11/27/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200151,11/28/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200152,11/28/2023,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200153,11/29/2023,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200154,12/7/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200155,12/14/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200156,12/18/2023,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200157,12/18/2023,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200158,12/18/2023,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200159,12/18/2023,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200160,12/20/2023,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200161,12/21/2023,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200162,12/27/2023,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200163,12/27/2023,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200164,12/27/2023,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200165,12/29/2023,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200166,12/30/2023,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200167,12/30/2023,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200168,12/31/2023,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200169,1/1/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200170,1/4/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200171,1/4/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200172,1/5/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200173,1/5/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200174,1/5/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200175,1/10/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200176,1/16/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200177,1/18/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200178,1/28/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200179,1/28/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200180,1/30/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200181,1/31/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200182,2/1/2024,Closed Lost,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200183,2/3/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200184,2/4/2024,Prospecting,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200185,2/4/2024,Closed Won,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200186,2/5/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200187,2/5/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200188,2/5/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200189,2/6/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200190,2/9/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200191,2/18/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200192,2/18/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200193,2/19/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200194,2/19/2024,Closed Won,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200195,2/19/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200196,2/19/2024,Nurturing,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200197,2/19/2024,Closed Won,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200198,2/20/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200199,2/20/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200200,2/21/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200201,2/21/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200202,2/24/2024,Prospecting,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200203,2/24/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200204,2/27/2024,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200205,2/27/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200206,2/28/2024,Part Paid,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200207,2/28/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200208,2/28/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200209,2/28/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200210,2/29/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200211,3/1/2024,Prospecting,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200212,3/2/2024,Closed Won,,NULL,null,Physical,MG01,CP01,LC02
DMCMC2200213,3/3/2024,Nurturing,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200214,3/5/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200215,3/15/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200216,3/16/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200217,3/19/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200218,3/20/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200219,3/23/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200220,3/24/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200221,3/24/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200222,3/24/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200223,3/24/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200224,3/24/2024,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200225,3/24/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200226,3/25/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200227,3/25/2024,Closed Won,,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200228,3/26/2024,Part Paid,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200229,3/27/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200230,3/30/2024,Closed Won,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200231,3/31/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200232,4/1/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200233,4/2/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200234,4/9/2024,Closed Lost,,NULL,null,Physical,MG01,CP01,LC02
DMCMC2200235,4/11/2024,Closed Lost,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200236,4/20/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200237,4/21/2024,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200238,4/23/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200239,4/23/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200240,4/24/2024,Closed Lost,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200241,4/24/2024,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200242,4/24/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200243,4/27/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200244,4/27/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200245,4/28/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200246,4/29/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200247,4/29/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200248,5/1/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200249,5/1/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200250,5/1/2024,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200251,5/2/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200252,5/5/2024,Nurturing,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200253,5/5/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200254,5/6/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200255,5/6/2024,Committed to Pay,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200256,5/6/2024,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200257,5/9/2024,Closed Lost,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200258,5/21/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200259,5/21/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200260,5/26/2024,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200261,5/27/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200262,5/27/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200263,5/27/2024,Closed Lost,,NULL,null,Physical,MG06,CP01,LC02
DMCMC2200264,5/28/2024,Part Paid,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200265,5/28/2024,Committed to Pay,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200266,5/29/2024,Committed to Pay,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200267,5/29/2024,Nurturing,,NULL,null,Physical,MG06,CP01,LC02
DMCMC2200268,5/29/2024,Closed Won,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200269,5/30/2024,Nurturing,,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200270,5/30/2024,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200271,5/30/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200272,5/31/2024,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200273,5/31/2024,Closed Won,,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200274,6/2/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200275,6/3/2024,Nurturing,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200276,6/3/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200277,6/4/2024,Prospecting,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200278,6/4/2024,Closed Won,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200279,6/4/2024,Closed Lost,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200280,6/4/2024,Committed to Pay,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200281,6/4/2024,Part Paid,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200282,6/4/2024,Nurturing,,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200283,6/6/2024,Committed to Pay,,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200284,6/13/2024,Nurturing,,NULL,null,Physical,NULL,CP01,LC02
DMCABJ22001,10/20/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22002,10/21/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22003,10/22/2022,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22004,10/24/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22005,10/25/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22006,10/25/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22007,10/25/2022,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22008,10/25/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22009,10/25/2022,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220010,10/26/2022,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220011,10/27/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220012,10/28/2022,Prospecting,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220013,10/28/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220014,10/29/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220015,10/30/2022,Nurturing,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220016,10/31/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220017,11/2/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220018,11/4/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220019,11/4/2022,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220020,11/5/2022,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220021,11/10/2022,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220022,11/13/2022,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220023,11/15/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220024,11/18/2022,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220025,11/21/2022,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220026,4/27/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220027,4/27/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220028,4/28/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220029,4/28/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220030,4/29/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220031,4/29/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220032,4/29/2023,Part Paid,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220033,4/30/2023,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220034,4/30/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220035,5/1/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220036,5/2/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220037,5/3/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220038,5/4/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220039,5/4/2023,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220040,5/4/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220041,5/4/2023,Closed Won,,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220042,5/5/2023,Closed Won,,NULL,Weekend,Physical,MG07,CP01,LC01
DMCABJ220043,5/5/2023,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220044,5/6/2023,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220045,5/10/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220046,5/11/2023,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
