Product_ID,Item Purchased,Category,Size,Color,Season,Previous Purchases,Frequency of Purchases
PR2004,Sneakers,Footwear,S,Blue,Spring,32,Quarterly
PR2005,Shoes,Footwear,L,Blue,Fall,13,Bi-Weekly
PR2006,Sandals,Footwear,M,Cyan,Winter,30,Fortnightly
PR2007,Scarf,Accessories,S,Pink,Fall,2,Annually
PR2008,Shirt,Clothing,M,Silver,Summer,8,Quarterly
PR2009,Skirt,Clothing,M,Gray,Spring,27,Every 3 Months
PR2010,Boots,Footwear,M,Indigo,Summer,26,Bi-Weekly
PR2011,Sweater,Clothing,M,Maroon,Summer,3,Bi-Weekly
PR2012,Sandals,Footwear,M,Beige,Spring,4,Monthly
PR2013,Jeans,Clothing,L,Green,Fall,5,Fortnightly
PR2014,Backpack,Accessories,M,Peach,Winter,25,Quarterly
PR2015,Skirt,Clothing,L,Black,Summer,47,Bi-Weekly
PR2016,Belt,Accessories,S,Pink,Summer,8,Fortnightly
PR2017,Shoes,Footwear,S,Violet,Winter,20,Fortnightly
PR2018,Socks,Clothing,S,Green,Winter,42,Every 3 Months
PR2019,Backpack,Accessories,S,Gold,Fall,20,Weekly
PR2020,Shirt,Clothing,S,Red,Winter,23,Fortnightly
PR2021,Sweater,Clothing,M,Beige,Winter,26,Quarterly
PR2022,Handbag,Accessories,M,Green,Winter,48,Quarterly
PR2023,Jewelry,Accessories,S,Black,Winter,16,Bi-Weekly
PR2024,Socks,Clothing,S,Teal,Winter,28,Bi-Weekly
PR2025,Socks,Clothing,L,Silver,Fall,39,Weekly
PR2026,Shirt,Clothing,M,Turquoise,Summer,43,Fortnightly
PR2027,Scarf,Accessories,M,Orange,Winter,45,Every 3 Months
PR2028,Shoes,Footwear,S,Gold,Fall,50,Every 3 Months
PR2029,Shoes,Footwear,XL,Purple,Fall,10,Bi-Weekly
PR2030,Scarf,Accessories,M,Pink,Spring,40,Quarterly
PR2031,Sunglasses,Accessories,S,Green,Summer,38,Monthly
PR2032,Socks,Clothing,L,Charcoal,Spring,2,Monthly
PR2033,Blouse,Clothing,M,Maroon,Winter,13,Annually
PR2034,Jeans,Clothing,L,Olive,Summer,33,Annually
PR2035,Shorts,Clothing,M,Peach,Spring,27,Monthly
PR2036,T-shirt,Clothing,S,Yellow,Summer,43,Weekly
PR2037,Blouse,Clothing,S,Lavender,Winter,46,Weekly
PR2038,Belt,Accessories,S,Green,Summer,7,Bi-Weekly
PR2039,Blouse,Clothing,L,Orange,Spring,35,Fortnightly
PR2040,T-shirt,Clothing,M,Olive,Spring,31,Bi-Weekly
PR2041,Jewelry,Accessories,XL,Gray,Spring,42,Quarterly
PR2042,Jacket,Outerwear,S,Lavender,Winter,14,Bi-Weekly
PR2043,Shoes,Footwear,M,Red,Spring,35,Monthly
PR2044,Gloves,Accessories,M,Charcoal,Summer,49,Weekly
PR2045,Jeans,Clothing,L,Orange,Spring,17,Fortnightly
PR2046,Jewelry,Accessories,M,Red,Fall,26,Quarterly
PR2047,Pants,Clothing,M,Maroon,Winter,30,Every 3 Months
PR2048,Jewelry,Accessories,M,Silver,Summer,32,Annually
PR2049,Sneakers,Footwear,XL,Pink,Winter,35,Quarterly
PR2050,Boots,Footwear,L,Blue,Fall,15,Annually
PR2051,Hat,Accessories,M,Teal,Summer,10,Annually
PR2052,T-shirt,Clothing,L,Black,Spring,14,Monthly
PR2053,Backpack,Accessories,M,Gray,Winter,30,Annually
PR2054,Sunglasses,Accessories,S,Purple,Spring,16,Fortnightly
PR2055,Sweater,Clothing,XL,Gold,Spring,14,Annually
PR2056,Handbag,Accessories,M,Silver,Fall,28,Weekly
PR2057,Backpack,Accessories,L,Blue,Spring,29,Monthly
PR2058,Socks,Clothing,L,Yellow,Spring,5,Every 3 Months
PR2059,Shirt,Clothing,M,Brown,Winter,17,Quarterly
PR2060,Shorts,Clothing,XL,Beige,Spring,50,Weekly
PR2061,Belt,Accessories,M,Blue,Fall,23,Quarterly
PR2062,Sweater,Clothing,S,Magenta,Summer,22,Annually
PR2063,Coat,Outerwear,L,Silver,Fall,15,Quarterly
PR2064,Shorts,Clothing,M,Cyan,Fall,32,Monthly
PR2065,Shoes,Footwear,M,Green,Summer,5,Monthly
PR2066,Sneakers,Footwear,M,Blue,Spring,6,Bi-Weekly
PR2067,Sneakers,Footwear,M,Olive,Fall,44,Fortnightly
PR2068,Pants,Clothing,XL,Beige,Fall,23,Fortnightly
PR2069,Jewelry,Accessories,XL,Black,Summer,44,Monthly
PR2070,T-shirt,Clothing,M,Indigo,Fall,3,Quarterly
PR2071,Jewelry,Accessories,XL,Red,Spring,14,Monthly
PR2072,Jacket,Outerwear,S,Yellow,Fall,37,Quarterly
PR2073,Backpack,Accessories,M,Beige,Winter,22,Weekly
PR2074,Belt,Accessories,S,Green,Winter,2,Every 3 Months
PR2075,Scarf,Accessories,M,White,Summer,44,Fortnightly
PR2076,Sweater,Clothing,S,Turquoise,Fall,49,Monthly
PR2077,Gloves,Accessories,S,Indigo,Fall,22,Bi-Weekly
PR2078,Scarf,Accessories,L,Orange,Fall,26,Annually
PR2079,Dress,Clothing,M,Blue,Spring,40,Weekly
PR2080,Jeans,Clothing,L,Violet,Summer,16,Quarterly
PR2081,Sunglasses,Accessories,S,Gray,Fall,17,Bi-Weekly
PR2082,Coat,Outerwear,S,Cyan,Spring,48,Bi-Weekly
PR2083,Jeans,Clothing,M,Yellow,Summer,28,Every 3 Months
PR2084,Scarf,Accessories,L,Orange,Fall,26,Fortnightly
PR2085,Blouse,Clothing,S,Brown,Summer,43,Quarterly
PR2086,Jeans,Clothing,M,Teal,Fall,38,Weekly
PR2087,Dress,Clothing,L,Beige,Summer,36,Every 3 Months
PR2088,Hat,Accessories,M,Blue,Summer,1,Weekly
PR2089,Sandals,Footwear,L,Orange,Spring,49,Annually
PR2090,Jacket,Outerwear,L,Gold,Spring,41,Every 3 Months
PR2091,Socks,Clothing,S,Teal,Winter,21,Monthly
PR2092,Jeans,Clothing,XL,Beige,Fall,24,Quarterly
PR2093,Sandals,Footwear,M,Silver,Fall,27,Weekly
PR2094,Dress,Clothing,M,Maroon,Spring,4,Annually
PR2095,Socks,Clothing,M,Indigo,Spring,19,Annually
PR2096,Hoodie,Clothing,M,Gray,Fall,1,Fortnightly
PR2097,Dress,Clothing,L,Blue,Summer,27,Annually
PR2098,Sneakers,Footwear,S,Cyan,Winter,5,Weekly
PR2099,T-shirt,Clothing,M,White,Summer,20,Quarterly
PR2100,T-shirt,Clothing,L,Green,Summer,50,Annually
PR2101,Sweater,Clothing,M,Silver,Spring,36,Fortnightly
PR2102,Shirt,Clothing,M,Blue,Winter,12,Bi-Weekly
PR2103,Hat,Accessories,M,Brown,Spring,23,Monthly
PR2104,Pants,Clothing,S,Red,Summer,21,Weekly
PR2105,Shoes,Footwear,M,Gold,Spring,47,Weekly
PR2106,Gloves,Accessories,M,Silver,Spring,38,Bi-Weekly
PR2107,Jewelry,Accessories,M,Gray,Fall,40,Every 3 Months
PR2108,Pants,Clothing,M,Black,Winter,35,Quarterly
PR2109,Hoodie,Clothing,XL,Beige,Winter,4,Quarterly
PR2110,Jewelry,Accessories,L,Peach,Fall,28,Every 3 Months
PR2111,Socks,Clothing,L,Cyan,Spring,36,Every 3 Months
PR2112,Sunglasses,Accessories,XL,Pink,Spring,15,Annually
PR2113,Belt,Accessories,M,Lavender,Fall,7,Fortnightly
PR2114,Dress,Clothing,M,Brown,Spring,29,Every 3 Months
PR2115,Shirt,Clothing,M,Magenta,Winter,12,Annually
PR2116,Scarf,Accessories,M,Violet,Winter,16,Bi-Weekly
PR2117,Jacket,Outerwear,M,Teal,Summer,50,Bi-Weekly
PR2118,Dress,Clothing,L,Brown,Summer,11,Annually
PR2119,Socks,Clothing,M,Olive,Fall,28,Quarterly
PR2120,Jewelry,Accessories,M,Indigo,Spring,36,Bi-Weekly
PR2121,Scarf,Accessories,S,Red,Fall,38,Quarterly
PR2122,Backpack,Accessories,M,Olive,Winter,32,Monthly
PR2123,Jacket,Outerwear,L,Teal,Fall,42,Weekly
PR2124,Coat,Outerwear,L,Cyan,Spring,22,Bi-Weekly
PR2125,Skirt,Clothing,M,Teal,Fall,22,Quarterly
PR2126,Coat,Outerwear,M,Beige,Fall,31,Quarterly
PR2127,Shoes,Footwear,XL,Magenta,Winter,28,Monthly
PR2128,Boots,Footwear,M,Indigo,Spring,40,Weekly
PR2129,Coat,Outerwear,L,Cyan,Fall,21,Weekly
PR2130,Skirt,Clothing,L,Orange,Fall,12,Every 3 Months
PR2131,Backpack,Accessories,L,Violet,Summer,33,Annually
PR2132,Shorts,Clothing,M,Red,Fall,9,Fortnightly
PR2133,Skirt,Clothing,M,Magenta,Fall,15,Weekly
PR2134,Hat,Accessories,M,Olive,Summer,13,Annually
PR2135,Sandals,Footwear,XL,Maroon,Winter,35,Fortnightly
PR2136,Sunglasses,Accessories,S,Yellow,Winter,1,Every 3 Months
PR2137,Sunglasses,Accessories,M,Red,Summer,25,Fortnightly
PR2138,Socks,Clothing,XL,Purple,Winter,20,Every 3 Months
PR2139,Sweater,Clothing,M,Teal,Fall,36,Quarterly
PR2140,Boots,Footwear,M,Red,Winter,33,Weekly
PR2141,Handbag,Accessories,M,Brown,Fall,36,Fortnightly
PR2142,Dress,Clothing,M,Peach,Winter,32,Annually
PR2143,Hat,Accessories,M,Maroon,Winter,21,Quarterly
PR2144,Sandals,Footwear,L,Red,Fall,48,Bi-Weekly
PR2145,Shoes,Footwear,L,Orange,Winter,25,Quarterly
PR2146,Skirt,Clothing,S,White,Winter,32,Annually
PR2147,Sunglasses,Accessories,XL,White,Summer,45,Every 3 Months
PR2148,Skirt,Clothing,S,Charcoal,Fall,4,Fortnightly
PR2149,T-shirt,Clothing,XL,Turquoise,Winter,19,Bi-Weekly
PR2150,Sandals,Footwear,L,Orange,Winter,1,Weekly
PR2151,Shirt,Clothing,M,Orange,Spring,12,Weekly
PR2152,Jeans,Clothing,L,Brown,Fall,18,Monthly
PR2153,Shorts,Clothing,L,Magenta,Summer,43,Bi-Weekly
PR2154,Shirt,Clothing,M,Violet,Fall,31,Annually
PR2155,Scarf,Accessories,M,Violet,Spring,33,Every 3 Months
PR2156,Handbag,Accessories,L,Yellow,Fall,46,Monthly
PR2157,Skirt,Clothing,M,Maroon,Winter,41,Bi-Weekly
PR2158,Handbag,Accessories,L,Turquoise,Winter,41,Fortnightly
PR2159,Gloves,Accessories,XL,Olive,Spring,9,Fortnightly
PR2160,Shirt,Clothing,M,Peach,Fall,34,Annually
PR2161,Blouse,Clothing,L,Charcoal,Winter,21,Annually
PR2162,Dress,Clothing,S,Peach,Summer,5,Fortnightly
PR2163,Shorts,Clothing,S,Black,Summer,32,Weekly
PR2164,Shoes,Footwear,L,Gray,Spring,44,Monthly
PR2165,Sandals,Footwear,S,Olive,Winter,46,Bi-Weekly
PR2166,Pants,Clothing,M,Turquoise,Summer,42,Every 3 Months
PR2167,Jacket,Outerwear,S,Purple,Spring,50,Bi-Weekly
PR2168,Skirt,Clothing,L,Green,Winter,33,Fortnightly
PR2169,Handbag,Accessories,M,Beige,Spring,32,Quarterly
PR2170,Coat,Outerwear,M,Brown,Fall,32,Bi-Weekly
PR2171,Sweater,Clothing,M,Turquoise,Fall,37,Every 3 Months
PR2172,Shorts,Clothing,M,Yellow,Summer,9,Fortnightly
PR2173,Skirt,Clothing,S,Lavender,Fall,6,Fortnightly
PR2174,Gloves,Accessories,S,Cyan,Summer,36,Quarterly
PR2175,Backpack,Accessories,S,Olive,Spring,1,Annually
PR2176,Dress,Clothing,M,Silver,Spring,48,Fortnightly
PR2177,Belt,Accessories,S,Red,Winter,44,Quarterly
PR2178,Gloves,Accessories,XL,Green,Winter,9,Bi-Weekly
PR2179,Jewelry,Accessories,M,Gold,Summer,32,Annually
PR2180,Socks,Clothing,L,Lavender,Fall,14,Monthly
PR2181,Coat,Outerwear,M,Yellow,Summer,43,Quarterly
PR2182,Handbag,Accessories,M,Black,Fall,32,Bi-Weekly
PR2183,Blouse,Clothing,M,Maroon,Winter,26,Bi-Weekly
PR2184,Shorts,Clothing,M,Maroon,Spring,2,Monthly
PR2185,Shoes,Footwear,S,Gold,Spring,16,Every 3 Months
PR2186,Shorts,Clothing,M,Violet,Winter,50,Every 3 Months
PR2187,Sandals,Footwear,XL,Teal,Winter,6,Every 3 Months
PR2188,Blouse,Clothing,M,Violet,Spring,20,Annually
PR2189,Coat,Outerwear,M,Brown,Winter,9,Weekly
PR2190,Blouse,Clothing,XL,Brown,Fall,47,Bi-Weekly
PR2191,Belt,Accessories,S,Maroon,Spring,33,Annually
PR2192,Blouse,Clothing,S,Maroon,Summer,46,Bi-Weekly
PR2193,Scarf,Accessories,L,Yellow,Winter,9,Monthly
PR2194,Shirt,Clothing,L,Turquoise,Spring,8,Monthly
PR2195,Socks,Clothing,M,Silver,Summer,48,Quarterly
PR2196,Jeans,Clothing,M,Brown,Fall,2,Monthly
PR2197,Dress,Clothing,M,Gray,Spring,31,Weekly
PR2198,Boots,Footwear,M,Indigo,Summer,40,Monthly
PR2199,Scarf,Accessories,L,Turquoise,Summer,35,Monthly
PR2200,Scarf,Accessories,M,Maroon,Summer,40,Monthly
PR2201,Gloves,Accessories,L,Charcoal,Summer,27,Every 3 Months
PR2202,Pants,Clothing,L,Peach,Spring,10,Annually
PR2203,Dress,Clothing,M,Red,Summer,23,Weekly
PR2204,Dress,Clothing,M,Indigo,Winter,32,Quarterly
PR2205,Jeans,Clothing,S,Lavender,Winter,6,Monthly
PR2206,Sweater,Clothing,XL,Red,Fall,27,Weekly
PR2207,Sandals,Footwear,L,Green,Spring,25,Fortnightly
PR2208,Handbag,Accessories,M,Gray,Fall,11,Annually
PR2209,Scarf,Accessories,XL,Violet,Summer,23,Monthly
PR2210,Sandals,Footwear,XL,Beige,Summer,44,Quarterly
PR2211,Sunglasses,Accessories,M,Orange,Summer,35,Fortnightly
PR2212,Sweater,Clothing,L,Purple,Winter,45,Every 3 Months
PR2213,Pants,Clothing,M,Brown,Winter,22,Quarterly
PR2214,Hat,Accessories,M,Maroon,Fall,18,Quarterly
PR2215,Belt,Accessories,L,Gold,Fall,20,Weekly
PR2216,Sandals,Footwear,M,Indigo,Winter,28,Fortnightly
PR2217,Pants,Clothing,XL,Silver,Winter,15,Bi-Weekly
PR2218,Jewelry,Accessories,XL,Red,Fall,42,Fortnightly
PR2219,Sunglasses,Accessories,M,Magenta,Winter,20,Quarterly
PR2220,Blouse,Clothing,S,Purple,Fall,16,Fortnightly
PR2221,Belt,Accessories,XL,Beige,Fall,47,Annually
PR2222,Shorts,Clothing,XL,White,Fall,34,Annually
PR2223,Pants,Clothing,M,Teal,Summer,30,Weekly
PR2224,Sandals,Footwear,M,Gray,Fall,5,Quarterly
PR2225,Gloves,Accessories,L,Charcoal,Winter,38,Quarterly
PR2226,Belt,Accessories,S,Olive,Spring,18,Annually
PR2227,Shirt,Clothing,L,Blue,Spring,28,Annually
PR2228,Scarf,Accessories,S,Gray,Summer,42,Fortnightly
PR2229,Gloves,Accessories,M,Green,Fall,5,Weekly
PR2230,Pants,Clothing,M,Silver,Fall,50,Monthly
PR2231,Sneakers,Footwear,S,Teal,Spring,33,Fortnightly
PR2232,Jacket,Outerwear,M,Beige,Fall,1,Weekly
PR2233,Shoes,Footwear,L,Lavender,Spring,14,Fortnightly
PR2234,Blouse,Clothing,XL,Gray,Summer,48,Monthly
PR2235,Boots,Footwear,S,Yellow,Winter,26,Weekly
PR2236,Socks,Clothing,M,Gray,Spring,44,Annually
PR2237,T-shirt,Clothing,M,Yellow,Winter,18,Fortnightly
PR2238,Sandals,Footwear,S,Black,Summer,31,Every 3 Months
PR2239,Sneakers,Footwear,L,Beige,Winter,18,Weekly
PR2240,Jewelry,Accessories,L,Indigo,Summer,41,Every 3 Months
PR2241,Sandals,Footwear,L,Green,Winter,18,Every 3 Months
PR2242,Jacket,Outerwear,M,Purple,Summer,3,Bi-Weekly
PR2243,Skirt,Clothing,M,Orange,Spring,5,Bi-Weekly
PR2244,Shirt,Clothing,M,Teal,Winter,13,Annually
PR2245,Shorts,Clothing,M,Gold,Summer,22,Annually
PR2246,Socks,Clothing,L,Gray,Fall,45,Fortnightly
PR2247,Jacket,Outerwear,M,Cyan,Fall,39,Every 3 Months
PR2248,Jewelry,Accessories,L,Teal,Summer,18,Annually
PR2249,T-shirt,Clothing,M,Violet,Winter,19,Fortnightly
PR2250,Gloves,Accessories,XL,Indigo,Spring,29,Weekly
PR2251,Shoes,Footwear,L,Pink,Summer,19,Weekly
PR2252,Shoes,Footwear,L,Gold,Fall,22,Monthly
PR2253,Shoes,Footwear,S,Maroon,Summer,21,Annually
PR2254,Hoodie,Clothing,M,Brown,Spring,22,Monthly
PR2255,Belt,Accessories,M,Gold,Winter,44,Every 3 Months
PR2256,Coat,Outerwear,L,Teal,Spring,42,Quarterly
PR2257,Blouse,Clothing,M,Turquoise,Fall,33,Quarterly
PR2258,Skirt,Clothing,L,Olive,Fall,6,Annually
PR2259,T-shirt,Clothing,L,Cyan,Winter,44,Every 3 Months
PR2260,Jeans,Clothing,XL,Beige,Spring,24,Annually
PR2261,Scarf,Accessories,M,Blue,Fall,16,Quarterly
PR2262,Backpack,Accessories,L,Gold,Spring,12,Fortnightly
PR2263,Backpack,Accessories,M,Green,Winter,50,Monthly
PR2264,Scarf,Accessories,XL,Green,Winter,42,Quarterly
PR2265,Hat,Accessories,M,Turquoise,Summer,50,Monthly
PR2266,Coat,Outerwear,XL,Yellow,Fall,10,Quarterly
PR2267,Dress,Clothing,M,Yellow,Fall,32,Weekly
PR2268,Gloves,Accessories,S,Blue,Spring,37,Weekly
PR2269,Sweater,Clothing,L,Charcoal,Spring,15,Monthly
PR2270,Skirt,Clothing,M,Yellow,Fall,27,Annually
PR2271,Blouse,Clothing,L,Purple,Spring,7,Weekly
PR2272,Dress,Clothing,M,Green,Summer,49,Quarterly
PR2273,Jacket,Outerwear,L,Charcoal,Spring,44,Monthly
PR2274,Coat,Outerwear,L,Silver,Winter,13,Bi-Weekly
PR2275,Dress,Clothing,L,Turquoise,Spring,38,Fortnightly
PR2276,Shorts,Clothing,M,Gray,Winter,10,Weekly
PR2277,Jeans,Clothing,L,Red,Summer,25,Weekly
PR2278,Hat,Accessories,M,Beige,Summer,18,Quarterly
PR2279,Gloves,Accessories,M,Maroon,Fall,6,Every 3 Months
PR2280,Sneakers,Footwear,L,Indigo,Spring,35,Quarterly
PR2281,Shoes,Footwear,M,Red,Summer,31,Fortnightly
PR2282,Hoodie,Clothing,XL,Maroon,Summer,41,Annually
PR2283,Sneakers,Footwear,S,Red,Fall,8,Annually
PR2284,Handbag,Accessories,S,Black,Winter,34,Fortnightly
PR2285,Blouse,Clothing,XL,Black,Fall,20,Annually
PR2286,Belt,Accessories,L,Pink,Summer,38,Every 3 Months
PR2287,Socks,Clothing,L,Blue,Spring,35,Quarterly
PR2288,Blouse,Clothing,L,Green,Summer,6,Annually
PR2289,Jewelry,Accessories,M,Orange,Fall,50,Weekly
PR2290,Shorts,Clothing,M,Orange,Fall,47,Weekly
PR2291,Boots,Footwear,L,Magenta,Winter,23,Quarterly
PR2292,Coat,Outerwear,M,Indigo,Spring,13,Quarterly
PR2293,T-shirt,Clothing,S,Beige,Spring,31,Monthly
PR2294,Sweater,Clothing,L,Green,Fall,16,Every 3 Months
PR2295,Sunglasses,Accessories,M,Red,Winter,40,Annually
PR2296,Hat,Accessories,L,Beige,Spring,45,Quarterly
PR2297,Gloves,Accessories,M,Green,Fall,50,Every 3 Months
PR2298,Socks,Clothing,M,Orange,Summer,1,Quarterly
PR2299,Handbag,Accessories,L,Cyan,Spring,10,Every 3 Months
PR2300,Coat,Outerwear,M,Violet,Summer,48,Every 3 Months
PR2301,Coat,Outerwear,XL,Lavender,Summer,38,Monthly
PR2302,Pants,Clothing,L,Turquoise,Winter,21,Annually
PR2303,Belt,Accessories,L,Pink,Summer,38,Monthly
PR2304,Sunglasses,Accessories,S,Beige,Spring,31,Fortnightly
PR2305,Hoodie,Clothing,L,Silver,Winter,9,Fortnightly
PR2306,Handbag,Accessories,M,Gold,Summer,47,Weekly
PR2307,Gloves,Accessories,L,Silver,Winter,8,Bi-Weekly
PR2308,Skirt,Clothing,L,Green,Fall,30,Annually
PR2309,Sunglasses,Accessories,M,Teal,Winter,22,Quarterly
PR2310,Dress,Clothing,S,Gold,Fall,3,Quarterly
PR2311,Gloves,Accessories,M,Cyan,Spring,15,Monthly
PR2312,Sneakers,Footwear,L,Gold,Spring,10,Every 3 Months
PR2313,T-shirt,Clothing,L,Violet,Summer,19,Every 3 Months
PR2314,Dress,Clothing,M,Black,Summer,36,Fortnightly
PR2315,Handbag,Accessories,XL,Brown,Winter,12,Every 3 Months
PR2316,Socks,Clothing,M,Indigo,Winter,49,Quarterly
PR2317,Sneakers,Footwear,L,Yellow,Winter,7,Annually
PR2318,Jacket,Outerwear,M,Purple,Summer,28,Monthly
PR2319,Hoodie,Clothing,L,White,Spring,30,Annually
PR2320,Sandals,Footwear,XL,Turquoise,Winter,29,Monthly
PR2321,Shoes,Footwear,M,Olive,Spring,9,Every 3 Months
PR2322,Sandals,Footwear,M,Beige,Winter,27,Fortnightly
PR2323,Coat,Outerwear,S,Lavender,Spring,21,Fortnightly
PR2324,Gloves,Accessories,L,White,Winter,36,Monthly
PR2325,Coat,Outerwear,L,Brown,Winter,19,Annually
PR2326,Boots,Footwear,M,Charcoal,Summer,47,Weekly
PR2327,Skirt,Clothing,L,Maroon,Winter,38,Annually
PR2328,Skirt,Clothing,M,Red,Winter,22,Bi-Weekly
PR2329,Pants,Clothing,M,Maroon,Fall,29,Bi-Weekly
PR2330,Hat,Accessories,S,Teal,Spring,42,Annually
PR2331,Backpack,Accessories,L,Orange,Summer,47,Every 3 Months
PR2332,Scarf,Accessories,S,Olive,Spring,10,Bi-Weekly
PR2333,Scarf,Accessories,XL,Olive,Fall,10,Monthly
PR2334,Shirt,Clothing,M,Beige,Spring,1,Every 3 Months
PR2335,Boots,Footwear,L,Green,Summer,7,Monthly
PR2336,Coat,Outerwear,M,Black,Summer,10,Fortnightly
PR2337,Belt,Accessories,M,Green,Winter,11,Weekly
PR2338,Boots,Footwear,S,Violet,Fall,5,Annually
PR2339,Sneakers,Footwear,S,Silver,Fall,21,Quarterly
PR2340,Shirt,Clothing,L,Maroon,Spring,24,Quarterly
PR2341,Blouse,Clothing,M,Cyan,Summer,37,Fortnightly
PR2342,Jacket,Outerwear,L,Teal,Summer,22,Every 3 Months
PR2343,Skirt,Clothing,M,Olive,Fall,16,Fortnightly
PR2344,Socks,Clothing,M,Red,Summer,44,Monthly
PR2345,Sandals,Footwear,XL,Lavender,Fall,14,Bi-Weekly
PR2346,T-shirt,Clothing,S,Orange,Winter,23,Every 3 Months
PR2347,Jacket,Outerwear,L,Brown,Winter,46,Fortnightly
PR2348,Belt,Accessories,S,Gray,Fall,46,Every 3 Months
PR2349,Shoes,Footwear,M,Orange,Spring,16,Every 3 Months
PR2350,Blouse,Clothing,M,Orange,Fall,40,Every 3 Months
PR2351,Shoes,Footwear,M,Turquoise,Winter,21,Annually
PR2352,Sweater,Clothing,S,Cyan,Fall,25,Bi-Weekly
PR2353,Boots,Footwear,M,Yellow,Fall,25,Quarterly
PR2354,Handbag,Accessories,M,White,Fall,25,Every 3 Months
PR2355,Blouse,Clothing,M,Blue,Summer,27,Monthly
PR2356,Skirt,Clothing,S,Purple,Winter,12,Monthly
PR2357,Backpack,Accessories,M,Gray,Summer,27,Quarterly
PR2358,Shirt,Clothing,L,Cyan,Fall,40,Bi-Weekly
PR2359,Sweater,Clothing,L,Pink,Spring,38,Quarterly
PR2360,Scarf,Accessories,S,Gold,Spring,44,Every 3 Months
PR2361,Handbag,Accessories,L,Silver,Fall,27,Every 3 Months
PR2362,Scarf,Accessories,M,Gray,Spring,30,Every 3 Months
PR2363,Jeans,Clothing,M,Brown,Fall,24,Monthly
PR2364,Socks,Clothing,XL,Pink,Winter,38,Bi-Weekly
PR2365,Sunglasses,Accessories,L,Maroon,Winter,4,Quarterly
PR2366,Sneakers,Footwear,S,Peach,Winter,32,Monthly
PR2367,Shoes,Footwear,L,Brown,Winter,32,Fortnightly
PR2368,Socks,Clothing,L,Green,Winter,28,Bi-Weekly
PR2369,Sunglasses,Accessories,M,Lavender,Summer,6,Every 3 Months
PR2370,Sweater,Clothing,M,Cyan,Winter,24,Monthly
PR2371,Shoes,Footwear,M,Black,Spring,38,Weekly
PR2372,Socks,Clothing,M,Charcoal,Winter,28,Annually
PR2373,Boots,Footwear,XL,Silver,Spring,9,Fortnightly
PR2374,Hoodie,Clothing,M,Gray,Spring,21,Every 3 Months
PR2375,Gloves,Accessories,L,Peach,Winter,31,Monthly
PR2376,Backpack,Accessories,L,Peach,Fall,18,Quarterly
PR2377,Gloves,Accessories,XL,Cyan,Spring,5,Weekly
PR2378,Blouse,Clothing,L,Magenta,Fall,22,Annually
PR2379,Scarf,Accessories,L,Teal,Summer,37,Bi-Weekly
PR2380,Hat,Accessories,M,Peach,Spring,22,Monthly
PR2381,Scarf,Accessories,M,Black,Fall,36,Fortnightly
PR2382,Sandals,Footwear,M,Teal,Summer,23,Annually
PR2383,Sweater,Clothing,M,Turquoise,Spring,44,Weekly
PR2384,Backpack,Accessories,L,Gold,Spring,25,Annually
PR2385,Blouse,Clothing,L,Green,Winter,40,Quarterly
PR2386,Scarf,Accessories,M,Brown,Fall,12,Weekly
PR2387,Socks,Clothing,L,Blue,Summer,14,Monthly
PR2388,Hat,Accessories,M,Gold,Summer,14,Monthly
PR2389,Dress,Clothing,M,Peach,Fall,10,Annually
PR2390,Coat,Outerwear,M,Violet,Spring,17,Every 3 Months
PR2391,Shirt,Clothing,XL,Yellow,Winter,24,Fortnightly
PR2392,Shirt,Clothing,M,Black,Winter,31,Quarterly
PR2393,Jeans,Clothing,L,Silver,Spring,36,Annually
PR2394,Socks,Clothing,M,Brown,Winter,38,Every 3 Months
PR2395,Sandals,Footwear,L,Peach,Fall,23,Fortnightly
PR2396,Blouse,Clothing,M,Cyan,Winter,47,Bi-Weekly
PR2397,Shirt,Clothing,M,Olive,Spring,20,Weekly
PR2398,Sunglasses,Accessories,L,Black,Fall,41,Monthly
PR2399,Jacket,Outerwear,M,Orange,Winter,44,Fortnightly
PR2400,Dress,Clothing,L,Beige,Spring,31,Monthly
PR2401,Sunglasses,Accessories,M,Peach,Winter,11,Bi-Weekly
PR2402,Boots,Footwear,M,Pink,Winter,25,Bi-Weekly
PR2403,Scarf,Accessories,M,Brown,Winter,31,Weekly
PR2404,Shorts,Clothing,M,Magenta,Fall,40,Weekly
PR2405,Shorts,Clothing,L,Cyan,Winter,23,Bi-Weekly
PR2406,Jeans,Clothing,XL,Silver,Fall,5,Quarterly
PR2407,Scarf,Accessories,M,Indigo,Winter,26,Weekly
PR2408,Shorts,Clothing,M,Beige,Summer,11,Bi-Weekly
PR2409,Sneakers,Footwear,XL,Black,Fall,44,Every 3 Months
PR2410,Jewelry,Accessories,L,Yellow,Spring,47,Every 3 Months
PR2411,Shoes,Footwear,M,Maroon,Summer,46,Monthly
PR2412,Hoodie,Clothing,M,Cyan,Summer,35,Every 3 Months
PR2413,Jacket,Outerwear,M,Pink,Winter,8,Bi-Weekly
PR2414,Shorts,Clothing,XL,Violet,Fall,30,Weekly
PR2415,Socks,Clothing,M,Lavender,Summer,14,Bi-Weekly
PR2416,Coat,Outerwear,XL,Lavender,Fall,30,Weekly
PR2417,Sandals,Footwear,S,Black,Summer,26,Every 3 Months
PR2418,Backpack,Accessories,M,Olive,Fall,32,Fortnightly
PR2419,Pants,Clothing,S,Indigo,Fall,47,Every 3 Months
