Trans_ID,Purchase Amount (USD),Location,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Product_ID,Customer ID
TR1986,97,Tennessee,Cash,2-Day Shipping,No,No,Credit Card,PR1986,Cu1986
TR1987,48,Arkansas,Debit Card,2-Day Shipping,No,No,Venmo,PR1987,Cu1987
TR1988,23,Vermont,Debit Card,Express,No,No,Cash,PR1988,Cu1988
TR1989,79,Virginia,Credit Card,Free Shipping,No,No,Bank Transfer,PR1989,Cu1989
TR1990,42,Maryland,Cash,Express,No,No,PayPal,PR1990,Cu1990
TR1991,95,Connecticut,Debit Card,2-Day Shipping,No,No,PayPal,PR1991,Cu1991
TR1992,29,Missouri,Venmo,Next Day Air,No,No,Venmo,PR1992,Cu1992
TR1993,98,New Jersey,PayPal,2-Day Shipping,No,No,Venmo,PR1993,Cu1993
TR1994,96,Arkansas,Cash,Express,No,No,Cash,PR1994,Cu1994
TR1995,66,Nevada,Bank Transfer,Next Day Air,No,No,Credit Card,PR1995,Cu1995
TR1996,80,Missouri,Credit Card,Standard,No,No,Debit Card,PR1996,Cu1996
TR1997,27,South Dakota,Cash,Next Day Air,No,No,Cash,PR1997,Cu1997
TR1998,25,Connecticut,PayPal,Express,No,No,Debit Card,PR1998,Cu1998
TR1999,45,Vermont,Debit Card,2-Day Shipping,No,No,Cash,PR1999,Cu1999
TR2000,89,Tennessee,Credit Card,2-Day Shipping,No,No,Debit Card,PR2000,Cu2000
TR2001,27,California,Venmo,2-Day Shipping,No,No,Cash,PR2001,Cu2001
TR2002,90,Wyoming,Debit Card,Free Shipping,No,No,Debit Card,PR2002,Cu2002
TR2003,65,New York,Cash,Express,No,No,PayPal,PR2003,Cu2003
TR2004,72,Maine,Venmo,Express,No,No,Cash,PR2004,Cu2004
TR2005,70,Georgia,Cash,2-Day Shipping,No,No,Cash,PR2005,Cu2005
TR2006,82,Tennessee,PayPal,Store Pickup,No,No,PayPal,PR2006,Cu2006
TR2007,97,New Mexico,Debit Card,Express,No,No,Credit Card,PR2007,Cu2007
TR2008,25,Virginia,Cash,2-Day Shipping,No,No,PayPal,PR2008,Cu2008
TR2009,48,Florida,PayPal,Free Shipping,No,No,PayPal,PR2009,Cu2009
TR2010,99,Alabama,Venmo,Next Day Air,No,No,Venmo,PR2010,Cu2010
TR2011,21,Texas,Venmo,2-Day Shipping,No,No,Debit Card,PR2011,Cu2011
TR2012,94,West Virginia,Debit Card,Express,No,No,Bank Transfer,PR2012,Cu2012
TR2013,53,Nevada,Bank Transfer,Store Pickup,No,No,Cash,PR2013,Cu2013
TR2014,70,Virginia,PayPal,Standard,No,No,Debit Card,PR2014,Cu2014
TR2015,26,Wisconsin,Venmo,Standard,No,No,PayPal,PR2015,Cu2015
TR2016,82,Virginia,Debit Card,Next Day Air,No,No,Credit Card,PR2016,Cu2016
TR2017,47,Maine,Credit Card,Standard,No,No,Debit Card,PR2017,Cu2017
TR2018,32,Massachusetts,Venmo,Next Day Air,No,No,Bank Transfer,PR2018,Cu2018
TR2019,97,Arkansas,Debit Card,Store Pickup,No,No,Bank Transfer,PR2019,Cu2019
TR2020,68,Idaho,PayPal,Store Pickup,No,No,Cash,PR2020,Cu2020
TR2021,23,Pennsylvania,Credit Card,Next Day Air,No,No,Cash,PR2021,Cu2021
TR2022,33,Maine,Debit Card,Standard,No,No,Venmo,PR2022,Cu2022
TR2023,38,Alabama,Bank Transfer,Store Pickup,No,No,Cash,PR2023,Cu2023
TR2024,68,Idaho,Bank Transfer,Store Pickup,No,No,Cash,PR2024,Cu2024
TR2025,23,Arkansas,Bank Transfer,Express,No,No,PayPal,PR2025,Cu2025
TR2026,29,Delaware,Bank Transfer,Express,No,No,Debit Card,PR2026,Cu2026
TR2027,35,Maine,Bank Transfer,Express,No,No,Bank Transfer,PR2027,Cu2027
TR2028,73,Nebraska,Venmo,Standard,No,No,Credit Card,PR2028,Cu2028
TR2029,84,Ohio,Cash,2-Day Shipping,No,No,Venmo,PR2029,Cu2029
TR2030,23,Montana,Bank Transfer,Next Day Air,No,No,PayPal,PR2030,Cu2030
TR2031,67,New Mexico,Venmo,Standard,No,No,Credit Card,PR2031,Cu2031
TR2032,51,North Carolina,Credit Card,Standard,No,No,Credit Card,PR2032,Cu2032
TR2033,36,South Carolina,Credit Card,Next Day Air,No,No,Cash,PR2033,Cu2033
TR2034,55,Illinois,Cash,Express,No,No,Venmo,PR2034,Cu2034
TR2035,30,Alabama,Credit Card,Store Pickup,No,No,PayPal,PR2035,Cu2035
TR2036,70,Oklahoma,Venmo,Express,No,No,Bank Transfer,PR2036,Cu2036
TR2037,63,Minnesota,PayPal,Next Day Air,No,No,Cash,PR2037,Cu2037
TR2038,87,Illinois,Cash,Express,No,No,Venmo,PR2038,Cu2038
TR2039,70,Arkansas,Debit Card,Next Day Air,No,No,Credit Card,PR2039,Cu2039
TR2040,51,Minnesota,Cash,Next Day Air,No,No,Debit Card,PR2040,Cu2040
TR2041,25,South Carolina,Debit Card,Free Shipping,No,No,Venmo,PR2041,Cu2041
TR2042,32,New York,Cash,Next Day Air,No,No,PayPal,PR2042,Cu2042
TR2043,52,Alabama,Credit Card,2-Day Shipping,No,No,Venmo,PR2043,Cu2043
TR2044,33,New York,PayPal,Standard,No,No,PayPal,PR2044,Cu2044
TR2045,68,Missouri,Cash,Free Shipping,No,No,PayPal,PR2045,Cu2045
TR2046,20,Georgia,PayPal,Express,No,No,PayPal,PR2046,Cu2046
TR2047,32,Oklahoma,Bank Transfer,Free Shipping,No,No,Cash,PR2047,Cu2047
TR2048,82,Connecticut,Cash,Store Pickup,No,No,Cash,PR2048,Cu2048
TR2049,64,Michigan,Credit Card,Express,No,No,Bank Transfer,PR2049,Cu2049
TR2050,24,Rhode Island,Debit Card,Standard,No,No,Venmo,PR2050,Cu2050
TR2051,96,Mississippi,Credit Card,Store Pickup,No,No,Debit Card,PR2051,Cu2051
TR2052,94,Massachusetts,Cash,Free Shipping,No,No,Credit Card,PR2052,Cu2052
TR2053,48,New Hampshire,PayPal,2-Day Shipping,No,No,Bank Transfer,PR2053,Cu2053
TR2054,60,Wyoming,Bank Transfer,2-Day Shipping,No,No,Credit Card,PR2054,Cu2054
TR2055,56,New Jersey,PayPal,Express,No,No,PayPal,PR2055,Cu2055
TR2056,33,Texas,Debit Card,2-Day Shipping,No,No,Bank Transfer,PR2056,Cu2056
TR2057,46,Minnesota,Cash,2-Day Shipping,No,No,PayPal,PR2057,Cu2057
TR2058,37,South Dakota,Credit Card,Standard,No,No,PayPal,PR2058,Cu2058
TR2059,98,Washington,Debit Card,Store Pickup,No,No,Bank Transfer,PR2059,Cu2059
TR2060,50,California,Cash,Express,No,No,PayPal,PR2060,Cu2060
TR2061,63,Wisconsin,Debit Card,Next Day Air,No,No,Bank Transfer,PR2061,Cu2061
TR2062,70,Michigan,PayPal,Store Pickup,No,No,Debit Card,PR2062,Cu2062
TR2063,63,South Carolina,PayPal,Standard,No,No,Cash,PR2063,Cu2063
TR2064,86,Indiana,Venmo,Standard,No,No,Cash,PR2064,Cu2064
TR2065,99,Arkansas,Bank Transfer,2-Day Shipping,No,No,Bank Transfer,PR2065,Cu2065
TR2066,40,Oregon,PayPal,Free Shipping,No,No,Bank Transfer,PR2066,Cu2066
TR2067,92,Illinois,Credit Card,Store Pickup,No,No,Debit Card,PR2067,Cu2067
TR2068,21,Maryland,Cash,2-Day Shipping,No,No,Cash,PR2068,Cu2068
TR2069,81,Vermont,Credit Card,Store Pickup,No,No,Venmo,PR2069,Cu2069
TR2070,82,Texas,Cash,Free Shipping,No,No,Debit Card,PR2070,Cu2070
TR2071,88,Nebraska,Cash,Express,No,No,Cash,PR2071,Cu2071
TR2072,100,South Carolina,Debit Card,Store Pickup,No,No,PayPal,PR2072,Cu2072
TR2073,66,Massachusetts,Credit Card,Next Day Air,No,No,Bank Transfer,PR2073,Cu2073
TR2074,25,Texas,Debit Card,Next Day Air,No,No,PayPal,PR2074,Cu2074
TR2075,53,Florida,Credit Card,Free Shipping,No,No,Debit Card,PR2075,Cu2075
TR2076,28,South Carolina,Bank Transfer,Express,No,No,Debit Card,PR2076,Cu2076
TR2077,23,Florida,Cash,Free Shipping,No,No,Debit Card,PR2077,Cu2077
TR2078,34,Nebraska,Bank Transfer,Free Shipping,No,No,Bank Transfer,PR2078,Cu2078
TR2079,42,Hawaii,Venmo,Next Day Air,No,No,Debit Card,PR2079,Cu2079
TR2080,24,Montana,Debit Card,Next Day Air,No,No,PayPal,PR2080,Cu2080
TR2081,47,South Dakota,Credit Card,Free Shipping,No,No,Debit Card,PR2081,Cu2081
TR2082,78,Alabama,Credit Card,Standard,No,No,Bank Transfer,PR2082,Cu2082
TR2083,89,Arkansas,Cash,Free Shipping,No,No,Venmo,PR2083,Cu2083
TR2084,59,Mississippi,Credit Card,Store Pickup,No,No,Credit Card,PR2084,Cu2084
TR2085,94,Vermont,Bank Transfer,Standard,No,No,Bank Transfer,PR2085,Cu2085
TR2086,49,New York,Cash,Free Shipping,No,No,Debit Card,PR2086,Cu2086
TR2087,89,North Dakota,Credit Card,2-Day Shipping,No,No,Cash,PR2087,Cu2087
TR2088,91,Wisconsin,Credit Card,Standard,No,No,Credit Card,PR2088,Cu2088
TR2089,89,California,Cash,Standard,No,No,Debit Card,PR2089,Cu2089
TR2090,57,Maryland,Cash,Free Shipping,No,No,Credit Card,PR2090,Cu2090
TR2091,71,Massachusetts,Debit Card,Free Shipping,No,No,Debit Card,PR2091,Cu2091
TR2092,97,Washington,PayPal,Next Day Air,No,No,Bank Transfer,PR2092,Cu2092
TR2093,45,Minnesota,Bank Transfer,Next Day Air,No,No,Bank Transfer,PR2093,Cu2093
TR2094,91,Washington,Venmo,Store Pickup,No,No,Debit Card,PR2094,Cu2094
TR2095,25,South Carolina,Bank Transfer,Standard,No,No,Venmo,PR2095,Cu2095
TR2096,63,New Mexico,Credit Card,Store Pickup,No,No,Bank Transfer,PR2096,Cu2096
TR2097,52,North Carolina,Debit Card,Free Shipping,No,No,Debit Card,PR2097,Cu2097
TR2098,43,Iowa,Credit Card,Next Day Air,No,No,Credit Card,PR2098,Cu2098
TR2099,28,Louisiana,Credit Card,2-Day Shipping,No,No,Venmo,PR2099,Cu2099
TR2100,78,Oklahoma,Debit Card,Express,No,No,PayPal,PR2100,Cu2100
TR2101,31,Michigan,PayPal,Free Shipping,No,No,Cash,PR2101,Cu2101
TR2102,23,Oregon,Cash,Next Day Air,No,No,Bank Transfer,PR2102,Cu2102
TR2103,25,Idaho,PayPal,Store Pickup,No,No,Cash,PR2103,Cu2103
TR2104,86,Indiana,PayPal,Store Pickup,No,No,Venmo,PR2104,Cu2104
TR2105,88,New Mexico,Bank Transfer,Free Shipping,No,No,Venmo,PR2105,Cu2105
TR2106,35,South Carolina,Credit Card,Free Shipping,No,No,Venmo,PR2106,Cu2106
TR2107,34,Vermont,Cash,Standard,No,No,Credit Card,PR2107,Cu2107
TR2108,75,Delaware,PayPal,Standard,No,No,PayPal,PR2108,Cu2108
TR2109,46,North Dakota,Debit Card,Express,No,No,Credit Card,PR2109,Cu2109
TR2110,31,California,Cash,Free Shipping,No,No,Venmo,PR2110,Cu2110
TR2111,93,Montana,Cash,Store Pickup,No,No,Debit Card,PR2111,Cu2111
TR2112,85,Missouri,Credit Card,Free Shipping,No,No,Bank Transfer,PR2112,Cu2112
TR2113,68,Tennessee,Credit Card,2-Day Shipping,No,No,Cash,PR2113,Cu2113
TR2114,40,Virginia,Credit Card,Store Pickup,No,No,PayPal,PR2114,Cu2114
TR2115,51,Vermont,Credit Card,Standard,No,No,Debit Card,PR2115,Cu2115
TR2116,85,Rhode Island,Credit Card,Store Pickup,No,No,Bank Transfer,PR2116,Cu2116
TR2117,23,Kansas,PayPal,Express,No,No,Debit Card,PR2117,Cu2117
TR2118,28,Colorado,Bank Transfer,Free Shipping,No,No,Debit Card,PR2118,Cu2118
TR2119,44,Georgia,Bank Transfer,2-Day Shipping,No,No,Debit Card,PR2119,Cu2119
TR2120,57,Nebraska,Debit Card,Store Pickup,No,No,Venmo,PR2120,Cu2120
TR2121,98,Missouri,Venmo,Next Day Air,No,No,PayPal,PR2121,Cu2121
TR2122,68,Alaska,Credit Card,2-Day Shipping,No,No,Bank Transfer,PR2122,Cu2122
TR2123,36,Virginia,PayPal,Express,No,No,Debit Card,PR2123,Cu2123
TR2124,71,Nebraska,Cash,Express,No,No,Debit Card,PR2124,Cu2124
TR2125,60,Rhode Island,Venmo,Next Day Air,No,No,Venmo,PR2125,Cu2125
TR2126,87,New Hampshire,Credit Card,Store Pickup,No,No,PayPal,PR2126,Cu2126
TR2127,38,Alabama,PayPal,Express,No,No,Credit Card,PR2127,Cu2127
TR2128,45,North Carolina,Credit Card,2-Day Shipping,No,No,Debit Card,PR2128,Cu2128
TR2129,47,New Mexico,PayPal,2-Day Shipping,No,No,PayPal,PR2129,Cu2129
TR2130,57,Minnesota,Credit Card,Store Pickup,No,No,PayPal,PR2130,Cu2130
TR2131,68,Arizona,Debit Card,Free Shipping,No,No,Credit Card,PR2131,Cu2131
TR2132,52,Montana,Credit Card,Express,No,No,Bank Transfer,PR2132,Cu2132
TR2133,87,Vermont,PayPal,2-Day Shipping,No,No,Debit Card,PR2133,Cu2133
TR2134,34,Maine,PayPal,Standard,No,No,Bank Transfer,PR2134,Cu2134
TR2135,41,Virginia,Venmo,Standard,No,No,Credit Card,PR2135,Cu2135
TR2136,94,California,Credit Card,Next Day Air,No,No,Debit Card,PR2136,Cu2136
TR2137,93,New York,Bank Transfer,Standard,No,No,Bank Transfer,PR2137,Cu2137
TR2138,51,Indiana,Bank Transfer,2-Day Shipping,No,No,Credit Card,PR2138,Cu2138
TR2139,42,Mississippi,Venmo,Next Day Air,No,No,Venmo,PR2139,Cu2139
TR2140,95,New York,Credit Card,Free Shipping,No,No,Cash,PR2140,Cu2140
TR2141,90,New Mexico,Cash,Standard,No,No,Cash,PR2141,Cu2141
TR2142,98,Kentucky,Credit Card,2-Day Shipping,No,No,PayPal,PR2142,Cu2142
TR2143,39,North Dakota,Venmo,Next Day Air,No,No,Venmo,PR2143,Cu2143
TR2144,66,Arkansas,Debit Card,Next Day Air,No,No,Venmo,PR2144,Cu2144
TR2145,23,Maryland,Cash,Free Shipping,No,No,PayPal,PR2145,Cu2145
TR2146,73,Connecticut,Debit Card,Standard,No,No,PayPal,PR2146,Cu2146
TR2147,23,Utah,Debit Card,Standard,No,No,PayPal,PR2147,Cu2147
TR2148,43,Missouri,PayPal,Standard,No,No,Cash,PR2148,Cu2148
TR2149,45,Nebraska,PayPal,2-Day Shipping,No,No,PayPal,PR2149,Cu2149
TR2150,21,Hawaii,Bank Transfer,Standard,No,No,Bank Transfer,PR2150,Cu2150
TR2151,40,Illinois,PayPal,2-Day Shipping,No,No,Cash,PR2151,Cu2151
TR2152,58,Vermont,Venmo,2-Day Shipping,No,No,Venmo,PR2152,Cu2152
TR2153,48,New Jersey,Bank Transfer,Next Day Air,No,No,Bank Transfer,PR2153,Cu2153
TR2154,94,Kentucky,Credit Card,Free Shipping,No,No,PayPal,PR2154,Cu2154
TR2155,74,Wyoming,Debit Card,Store Pickup,No,No,Cash,PR2155,Cu2155
TR2156,51,Hawaii,Debit Card,Store Pickup,No,No,PayPal,PR2156,Cu2156
TR2157,83,Missouri,PayPal,Next Day Air,No,No,Debit Card,PR2157,Cu2157
TR2158,68,Mississippi,Debit Card,Next Day Air,No,No,Venmo,PR2158,Cu2158
TR2159,84,Massachusetts,Credit Card,Standard,No,No,Bank Transfer,PR2159,Cu2159
TR2160,58,Louisiana,PayPal,Free Shipping,No,No,Cash,PR2160,Cu2160
TR2161,92,West Virginia,Bank Transfer,Express,No,No,PayPal,PR2161,Cu2161
TR2162,69,Washington,Credit Card,Express,No,No,Debit Card,PR2162,Cu2162
TR2163,48,Oregon,Credit Card,Free Shipping,No,No,PayPal,PR2163,Cu2163
TR2164,60,New York,Bank Transfer,Express,No,No,Bank Transfer,PR2164,Cu2164
TR2165,20,Iowa,Venmo,Next Day Air,No,No,PayPal,PR2165,Cu2165
TR2166,55,Idaho,Bank Transfer,Express,No,No,Credit Card,PR2166,Cu2166
TR2167,88,New Jersey,Venmo,Express,No,No,Credit Card,PR2167,Cu2167
TR2168,48,Ohio,Venmo,Standard,No,No,Venmo,PR2168,Cu2168
TR2169,74,Connecticut,Bank Transfer,Next Day Air,No,No,Cash,PR2169,Cu2169
TR2170,42,Florida,PayPal,Next Day Air,No,No,Bank Transfer,PR2170,Cu2170
TR2171,32,South Carolina,PayPal,Next Day Air,No,No,Venmo,PR2171,Cu2171
TR2172,98,Missouri,Credit Card,Store Pickup,No,No,Cash,PR2172,Cu2172
TR2173,89,Rhode Island,Bank Transfer,Store Pickup,No,No,PayPal,PR2173,Cu2173
TR2174,97,Delaware,Cash,2-Day Shipping,No,No,Venmo,PR2174,Cu2174
TR2175,49,Colorado,Cash,Store Pickup,No,No,Cash,PR2175,Cu2175
TR2176,50,Nebraska,Bank Transfer,Free Shipping,No,No,Credit Card,PR2176,Cu2176
TR2177,91,Vermont,Venmo,2-Day Shipping,No,No,Debit Card,PR2177,Cu2177
TR2178,93,Montana,Bank Transfer,Express,No,No,PayPal,PR2178,Cu2178
TR2179,98,Florida,Debit Card,Standard,No,No,Venmo,PR2179,Cu2179
TR2180,82,Delaware,Credit Card,Next Day Air,No,No,PayPal,PR2180,Cu2180
TR2181,37,Connecticut,Debit Card,Store Pickup,No,No,Cash,PR2181,Cu2181
TR2182,63,Hawaii,Venmo,Free Shipping,No,No,Bank Transfer,PR2182,Cu2182
TR2183,99,New Mexico,Cash,Store Pickup,No,No,Venmo,PR2183,Cu2183
TR2184,37,Kansas,PayPal,Store Pickup,No,No,Cash,PR2184,Cu2184
TR2185,34,Nevada,PayPal,Free Shipping,No,No,PayPal,PR2185,Cu2185
TR2186,32,North Carolina,Venmo,Express,No,No,Debit Card,PR2186,Cu2186
TR2187,23,New Mexico,Bank Transfer,Next Day Air,No,No,PayPal,PR2187,Cu2187
TR2188,78,Idaho,Venmo,Free Shipping,No,No,PayPal,PR2188,Cu2188
TR2189,54,California,PayPal,Next Day Air,No,No,Credit Card,PR2189,Cu2189
TR2190,94,Wisconsin,PayPal,Express,No,No,Credit Card,PR2190,Cu2190
TR2191,75,Alaska,Debit Card,Express,No,No,Credit Card,PR2191,Cu2191
TR2192,69,Pennsylvania,Venmo,Next Day Air,No,No,Cash,PR2192,Cu2192
TR2193,35,Virginia,Bank Transfer,Next Day Air,No,No,Credit Card,PR2193,Cu2193
TR2194,78,California,Bank Transfer,Express,No,No,PayPal,PR2194,Cu2194
TR2195,29,Kentucky,Debit Card,Standard,No,No,Bank Transfer,PR2195,Cu2195
TR2196,62,New York,Credit Card,Next Day Air,No,No,Cash,PR2196,Cu2196
TR2197,58,Vermont,Venmo,Next Day Air,No,No,PayPal,PR2197,Cu2197
TR2198,88,Pennsylvania,PayPal,2-Day Shipping,No,No,Venmo,PR2198,Cu2198
TR2199,80,New York,Cash,Free Shipping,No,No,Venmo,PR2199,Cu2199
TR2200,47,North Carolina,Bank Transfer,Store Pickup,No,No,Debit Card,PR2200,Cu2200
TR2201,51,Wyoming,PayPal,Next Day Air,No,No,Debit Card,PR2201,Cu2201
TR2202,25,Ohio,Bank Transfer,2-Day Shipping,No,No,Venmo,PR2202,Cu2202
TR2203,36,Alabama,PayPal,Next Day Air,No,No,Credit Card,PR2203,Cu2203
TR2204,79,Rhode Island,Venmo,Free Shipping,No,No,Cash,PR2204,Cu2204
TR2205,41,Oregon,Venmo,2-Day Shipping,No,No,Debit Card,PR2205,Cu2205
TR2206,68,North Dakota,PayPal,Express,No,No,PayPal,PR2206,Cu2206
TR2207,51,Illinois,PayPal,Store Pickup,No,No,Bank Transfer,PR2207,Cu2207
TR2208,38,New Mexico,Debit Card,Next Day Air,No,No,Credit Card,PR2208,Cu2208
TR2209,46,Colorado,Debit Card,2-Day Shipping,No,No,PayPal,PR2209,Cu2209
TR2210,20,Utah,Credit Card,2-Day Shipping,No,No,Bank Transfer,PR2210,Cu2210
TR2211,25,Virginia,Venmo,Store Pickup,No,No,PayPal,PR2211,Cu2211
TR2212,89,Maine,PayPal,Free Shipping,No,No,Debit Card,PR2212,Cu2212
TR2213,77,Nebraska,PayPal,Next Day Air,No,No,Bank Transfer,PR2213,Cu2213
TR2214,94,Hawaii,Credit Card,Express,No,No,Debit Card,PR2214,Cu2214
TR2215,100,Idaho,Cash,Standard,No,No,Debit Card,PR2215,Cu2215
TR2216,96,West Virginia,Debit Card,Express,No,No,Credit Card,PR2216,Cu2216
TR2217,36,Vermont,Credit Card,Store Pickup,No,No,Venmo,PR2217,Cu2217
TR2218,27,Indiana,Bank Transfer,Store Pickup,No,No,Bank Transfer,PR2218,Cu2218
TR2219,67,Idaho,Cash,Store Pickup,No,No,Debit Card,PR2219,Cu2219
TR2220,91,Minnesota,PayPal,Store Pickup,No,No,Bank Transfer,PR2220,Cu2220
TR2221,62,Wyoming,Cash,Store Pickup,No,No,Cash,PR2221,Cu2221
TR2222,88,Kansas,Debit Card,Free Shipping,No,No,Credit Card,PR2222,Cu2222
TR2223,66,Georgia,PayPal,Store Pickup,No,No,Credit Card,PR2223,Cu2223
TR2224,65,Kansas,Credit Card,Next Day Air,No,No,PayPal,PR2224,Cu2224
TR2225,25,Nebraska,Credit Card,Standard,No,No,Cash,PR2225,Cu2225
TR2226,64,Washington,Credit Card,Free Shipping,No,No,Credit Card,PR2226,Cu2226
TR2227,72,Missouri,Credit Card,Store Pickup,No,No,Cash,PR2227,Cu2227
TR2228,74,Washington,Venmo,Next Day Air,No,No,Credit Card,PR2228,Cu2228
TR2229,50,Kansas,Debit Card,Free Shipping,No,No,Credit Card,PR2229,Cu2229
TR2230,97,Minnesota,Bank Transfer,Express,No,No,Venmo,PR2230,Cu2230
TR2231,36,Colorado,Debit Card,Express,No,No,Venmo,PR2231,Cu2231
TR2232,49,Utah,Cash,Store Pickup,No,No,Credit Card,PR2232,Cu2232
TR2233,64,North Carolina,Bank Transfer,Store Pickup,No,No,Cash,PR2233,Cu2233
TR2234,31,Florida,Credit Card,Express,No,No,Credit Card,PR2234,Cu2234
TR2235,66,New Hampshire,Cash,Express,No,No,Cash,PR2235,Cu2235
TR2236,82,Illinois,Credit Card,2-Day Shipping,No,No,Credit Card,PR2236,Cu2236
TR2237,88,Louisiana,Venmo,Standard,No,No,Debit Card,PR2237,Cu2237
TR2238,34,Alabama,Bank Transfer,Next Day Air,No,No,Venmo,PR2238,Cu2238
TR2239,84,Florida,Credit Card,Standard,No,No,Debit Card,PR2239,Cu2239
TR2240,96,Alabama,Bank Transfer,2-Day Shipping,No,No,Credit Card,PR2240,Cu2240
TR2241,71,California,Credit Card,Next Day Air,No,No,Debit Card,PR2241,Cu2241
TR2242,77,Maryland,Bank Transfer,Free Shipping,No,No,Bank Transfer,PR2242,Cu2242
TR2243,66,Nevada,PayPal,Next Day Air,No,No,Credit Card,PR2243,Cu2243
TR2244,21,Massachusetts,Cash,2-Day Shipping,No,No,Debit Card,PR2244,Cu2244
TR2245,37,South Carolina,Credit Card,2-Day Shipping,No,No,PayPal,PR2245,Cu2245
TR2246,90,Delaware,Venmo,Free Shipping,No,No,PayPal,PR2246,Cu2246
TR2247,96,Hawaii,Cash,Store Pickup,No,No,PayPal,PR2247,Cu2247
TR2248,37,Florida,PayPal,Next Day Air,No,No,Venmo,PR2248,Cu2248
TR2249,66,Rhode Island,Cash,Free Shipping,No,No,PayPal,PR2249,Cu2249
TR2250,45,Wyoming,Bank Transfer,Next Day Air,No,No,Debit Card,PR2250,Cu2250
TR2251,89,Colorado,Venmo,Store Pickup,No,No,Credit Card,PR2251,Cu2251
TR2252,94,Virginia,PayPal,Free Shipping,No,No,Debit Card,PR2252,Cu2252
TR2253,96,Nebraska,Venmo,Express,No,No,Bank Transfer,PR2253,Cu2253
TR2254,31,Oklahoma,Credit Card,Store Pickup,No,No,PayPal,PR2254,Cu2254
TR2255,79,North Dakota,Venmo,Store Pickup,No,No,PayPal,PR2255,Cu2255
TR2256,39,Michigan,Venmo,Store Pickup,No,No,Bank Transfer,PR2256,Cu2256
TR2257,22,California,Debit Card,Standard,No,No,Credit Card,PR2257,Cu2257
TR2258,32,Tennessee,PayPal,Standard,No,No,Bank Transfer,PR2258,Cu2258
TR2259,71,Ohio,Bank Transfer,Store Pickup,No,No,Credit Card,PR2259,Cu2259
TR2260,96,Florida,Venmo,Free Shipping,No,No,Cash,PR2260,Cu2260
TR2261,82,Missouri,Venmo,Express,No,No,PayPal,PR2261,Cu2261
TR2262,76,South Carolina,Cash,Standard,No,No,Bank Transfer,PR2262,Cu2262
TR2263,22,Arizona,Venmo,2-Day Shipping,No,No,PayPal,PR2263,Cu2263
TR2264,40,Indiana,PayPal,Store Pickup,No,No,Cash,PR2264,Cu2264
TR2265,92,North Dakota,Bank Transfer,2-Day Shipping,No,No,PayPal,PR2265,Cu2265
TR2266,94,Montana,Bank Transfer,Store Pickup,No,No,PayPal,PR2266,Cu2266
TR2267,44,Missouri,Bank Transfer,Store Pickup,No,No,Debit Card,PR2267,Cu2267
TR2268,49,Kentucky,Venmo,Express,No,No,Venmo,PR2268,Cu2268
TR2269,26,Georgia,Credit Card,2-Day Shipping,No,No,Bank Transfer,PR2269,Cu2269
TR2270,38,Kentucky,Credit Card,Store Pickup,No,No,Credit Card,PR2270,Cu2270
TR2271,72,Georgia,Debit Card,Express,No,No,Venmo,PR2271,Cu2271
TR2272,99,Alaska,Cash,Free Shipping,No,No,PayPal,PR2272,Cu2272
TR2273,38,Maine,Venmo,Standard,No,No,PayPal,PR2273,Cu2273
TR2274,96,New Mexico,Credit Card,Express,No,No,PayPal,PR2274,Cu2274
TR2275,27,New York,Cash,Next Day Air,No,No,PayPal,PR2275,Cu2275
TR2276,24,Oklahoma,PayPal,Standard,No,No,Debit Card,PR2276,Cu2276
TR2277,82,Wyoming,Bank Transfer,2-Day Shipping,No,No,Debit Card,PR2277,Cu2277
TR2278,56,Alabama,Bank Transfer,Next Day Air,No,No,Credit Card,PR2278,Cu2278
TR2279,25,Maryland,Cash,Store Pickup,No,No,Cash,PR2279,Cu2279
TR2280,67,West Virginia,Bank Transfer,Free Shipping,No,No,Bank Transfer,PR2280,Cu2280
TR2281,21,Kentucky,Bank Transfer,Standard,No,No,Credit Card,PR2281,Cu2281
TR2282,27,Kansas,Bank Transfer,Store Pickup,No,No,Bank Transfer,PR2282,Cu2282
TR2283,97,Idaho,Debit Card,2-Day Shipping,No,No,Credit Card,PR2283,Cu2283
TR2284,45,Ohio,Cash,Free Shipping,No,No,Credit Card,PR2284,Cu2284
TR2285,63,Iowa,Cash,Express,No,No,Venmo,PR2285,Cu2285
TR2286,100,Michigan,Cash,2-Day Shipping,No,No,PayPal,PR2286,Cu2286
TR2287,38,South Dakota,PayPal,Store Pickup,No,No,Venmo,PR2287,Cu2287
TR2288,45,Nebraska,PayPal,Store Pickup,No,No,Debit Card,PR2288,Cu2288
TR2289,91,California,Credit Card,Next Day Air,No,No,PayPal,PR2289,Cu2289
TR2290,82,Nevada,PayPal,Free Shipping,No,No,Venmo,PR2290,Cu2290
TR2291,48,Kansas,Venmo,Standard,No,No,PayPal,PR2291,Cu2291
TR2292,30,Ohio,PayPal,2-Day Shipping,No,No,Credit Card,PR2292,Cu2292
TR2293,34,Vermont,Debit Card,Next Day Air,No,No,Debit Card,PR2293,Cu2293
TR2294,68,Georgia,PayPal,Express,No,No,Debit Card,PR2294,Cu2294
TR2295,95,Maryland,Venmo,Express,No,No,Debit Card,PR2295,Cu2295
